id,target_cell,method,measured_gap,measured_fail,pred_gap
20211212_85225__619474__1389::fsp__k562__4,K562,fsp,3.95,0,0.6791747
20211212_12620__229779__99::fsp__hepg2__0,HepG2,fsp,4.506,0,2.5807762
20211212_122659__199840__1358::fsp__sknsh__4,SKNSH,fsp,3.137,0,-0.01910469
20211212_45907__313665__399::fsp__hepg2__0,HepG2,fsp,2.626,0,2.3299723
20211207_224529__679056__4357::sa__k562__3,K562,sa,1.773,0,0.29365665
20211212_55149__346635__1198::fsp__hepg2__3,HepG2,fsp,4.114,0,2.5056078
20211206_24503__33072627__3288::al__hepg2__0,HepG2,al,3.791,0,1.569416
20211206_25633__84440783__70::al__hepg2__3,HepG2,al,3.099,0,1.4089215
20211212_55149__346635__748::fsp__hepg2__1,HepG2,fsp,4.027,0,2.1241338
20211212_10357__323391__403::fsp__k562__0,K562,fsp,3.218,0,2.4930012
20211212_10357__323391__53::fsp__k562__0,K562,fsp,7.164,0,3.1468253
20211212_82245__817810__685::fsp__sknsh__1,SKNSH,fsp,2.684,0,-0.08087313
20211207_214935__668330__4674::sa__k562__3,K562,sa,2.959,0,1.3049402
20211214_94001__624120__3065::sa_rep__k562__0,K562,sa_rep,1.941,0,1.713197
20211206_221956__59439361__1544::al__k562__0,K562,al,3.346,0,4.123295
20211210_223449__975596__371::hmc__sknsh__0,SKNSH,hmc,0.434,0,-0.6218357
20211207_212124__46481152__1309::al__sknsh__0,SKNSH,al,3.067,0,0.5192499
20211207_141610__992334__551::sa__sknsh__0,SKNSH,sa,3.665,0,0.410101
20211212_75659__621411__620::fsp__sknsh__1,SKNSH,fsp,1.115,0,0.24408218
20211207_63610__124703__1026::sa__hepg2__0,HepG2,sa,0.404,0,1.9594378
20211214_94001__624120__2003::sa_rep__k562__0,K562,sa_rep,5.989,0,0.6606243
20211206_221956__59439361__3667::al__k562__0,K562,al,4.16,0,1.0444611
20211207_234119__367484__1384::sa__k562__0,K562,sa,4.711,0,3.3300939
20211212_85225__619474__1170::fsp__k562__3,K562,fsp,4.285,0,0.2870366
20211207_234119__367484__1955::sa__k562__0,K562,sa,4.547,0,2.0186791
20211207_175000__383007__3605::sa__sknsh__2,SKNSH,sa,1.943,0,0.55491465
20211210_223601__361569__147::hmc__sknsh__0,SKNSH,hmc,0.959,0,-0.13396636
20211207_163007__848589__1622::sa__sknsh__0,SKNSH,sa,3.623,0,-0.0019020438
20211207_141610__992334__1095::sa__sknsh__0,SKNSH,sa,2.577,0,0.56018066
20211212_14909__942569__862::fsp__sknsh__0,SKNSH,fsp,2.332,0,-0.7812456
20211207_85512__472183__5907::sa__hepg2__4,HepG2,sa,0.878,0,0.58341175
20211207_234119__367484__4139::sa__k562__3,K562,sa,2.06,0,1.5267514
20211208_24513__37698702__7::al__hepg2__3,HepG2,al,3.213,0,1.26314
20211212_14909__942569__371::fsp__sknsh__0,SKNSH,fsp,1.437,0,-0.015776634
20211210_222248__170431__183::hmc__hepg2__0,HepG2,hmc,0.417,0,0.67394924
20211206_221956__59439361__1168::al__k562__0,K562,al,4.131,0,3.5098324
20211212_82245__817810__937::fsp__sknsh__2,SKNSH,fsp,0.016,0,0.4041919
20211207_163007__848589__6043::sa__sknsh__5,SKNSH,sa,3.163,0,-0.2625382
20211212_55149__346635__1269::fsp__hepg2__4,HepG2,fsp,2.275,0,1.2845653
20211214_111905__704605__1209::sa_rep__sknsh__0,SKNSH,sa_rep,1.989,0,-0.25433528
20211212_85225__619474__238::fsp__k562__0,K562,fsp,4.253,0,2.2996278
20211212_92818__893131__1076::fsp__k562__3,K562,fsp,2.715,0,-0.35163912
20211206_24503__33072627__1901::al__hepg2__0,HepG2,al,0.317,0,1.585113
20211212_55149__346635__1107::fsp__hepg2__3,HepG2,fsp,1.467,0,1.2051181
20211210_223825__729421__0::hmc__sknsh__0,SKNSH,hmc,-0.937,1,-0.088755175
20211214_100033__420816__1799::sa_rep__hepg2__0,HepG2,sa_rep,0.476,0,1.3225328
20211207_175000__383007__4025::sa__sknsh__3,SKNSH,sa,2.113,0,0.23230532
20211212_10357__323391__1396::fsp__k562__0,K562,fsp,6.06,0,3.5757022
20211207_195336__853804__503::sa__k562__0,K562,sa,3.009,0,2.3424687
20211207_214935__668330__5259::sa__k562__4,K562,sa,3.536,0,0.15943694
20211212_24754__730114__1262::fsp__k562__4,K562,fsp,4.956,0,1.4031317
20211210_220554__102599__391::hmc__k562__0,K562,hmc,4.092,0,2.5210612
20211207_112927__175796__1690::sa__hepg2__0,HepG2,sa,2.845,0,1.3320409
20211214_94001__624120__1165::sa_rep__k562__0,K562,sa_rep,1.044,0,1.5885279
20211207_63610__124703__3259::sa__hepg2__2,HepG2,sa,2.623,0,1.3367535
20211212_75659__621411__1166::fsp__sknsh__3,SKNSH,fsp,2.732,0,0.40821454
20211210_215555__90642008__41::al_uc__hepg2__0,HepG2,al_uc,2.981,0,5.176693
20211207_141610__992334__1356::sa__sknsh__0,SKNSH,sa,3.987,0,-0.24807972
20211207_234119__367484__1608::sa__k562__0,K562,sa,3.79,0,3.4428692
20211207_85512__472183__6798::sa__hepg2__5,HepG2,sa,2.424,0,0.95661134
20211207_212124__46481152__2357::al__sknsh__0,SKNSH,al,2.169,0,0.38993305
20211210_221910__955552__154::hmc__hepg2__0,HepG2,hmc,1.485,0,0.46198508
20211207_85512__472183__5978::sa__hepg2__4,HepG2,sa,4.75,0,1.9675798
20211207_73549__261982__1166::sa__hepg2__0,HepG2,sa,2.168,0,1.1660459
20211212_92818__893131__1145::fsp__k562__3,K562,fsp,3.2,0,0.29055658
20211207_63610__124703__832::sa__hepg2__0,HepG2,sa,4.322,0,1.8232207
20211207_234119__367484__144::sa__k562__0,K562,sa,3.135,0,2.0880213
20211212_122659__199840__1356::fsp__sknsh__4,SKNSH,fsp,1.683,0,0.33021125
20211207_224529__679056__4033::sa__k562__3,K562,sa,4.115,0,2.062396
20211206_24503__33072627__3690::al__hepg2__0,HepG2,al,1.567,0,1.3881085
20211207_73549__261982__6108::sa__hepg2__5,HepG2,sa,2.949,0,0.80771077
20211212_55149__346635__655::fsp__hepg2__1,HepG2,fsp,2.218,0,1.0765814
20211212_85225__619474__20::fsp__k562__0,K562,fsp,4.763,0,4.1868396
20211212_92818__893131__1234::fsp__k562__3,K562,fsp,1.892,0,0.99189603
20211212_52639__969454__1026::fsp__hepg2__3,HepG2,fsp,1.947,0,1.198766
20211207_212124__46481152__696::al__sknsh__0,SKNSH,al,1.742,0,-0.21087526
20211212_45907__313665__1473::fsp__hepg2__4,HepG2,fsp,2.722,0,0.55722064
20211212_73316__958155__1008::fsp__sknsh__3,SKNSH,fsp,1.61,0,-0.54964817
20211207_195336__853804__68::sa__k562__0,K562,sa,7.087,0,1.8957802
20211214_100033__420816__1830::sa_rep__hepg2__0,HepG2,sa_rep,-0.096,1,0.86415386
20211213_142726__100534__175::hmc__sknsh__0,SKNSH,hmc,-3.071,1,-0.603328
20211207_112927__175796__4971::sa__hepg2__3,HepG2,sa,2.986,0,1.065036
20211212_12620__229779__343::fsp__hepg2__0,HepG2,fsp,2.336,0,2.1586547
20211207_163007__848589__3478::sa__sknsh__2,SKNSH,sa,0.397,0,-0.053707898
20211207_185623__627393__6728::sa__sknsh__5,SKNSH,sa,0.453,0,-0.34410083
20211207_141610__992334__408::sa__sknsh__0,SKNSH,sa,4.153,0,0.056603253
20211214_94001__624120__2652::sa_rep__k562__0,K562,sa_rep,2.061,0,1.4512354
20211207_212124__46481152__2581::al__sknsh__0,SKNSH,al,2.327,0,0.21617484
20211207_224529__679056__3622::sa__k562__2,K562,sa,2.065,0,0.7738165
20211207_175000__383007__1808::sa__sknsh__0,SKNSH,sa,3.356,0,-0.9503914
20211207_233624__81641919__96::al__k562__0,K562,al,7.966,0,2.7859974
20211212_75659__621411__1198::fsp__sknsh__3,SKNSH,fsp,3.504,0,0.305036
20211212_92818__893131__1379::fsp__k562__4,K562,fsp,3.597,0,0.23317966
20211207_175000__383007__782::sa__sknsh__0,SKNSH,sa,1.998,0,0.62233835
20211212_82245__817810__1509::fsp__sknsh__5,SKNSH,fsp,0.956,0,0.29652452
20211214_100033__420816__2093::sa_rep__hepg2__0,HepG2,sa_rep,-0.05,1,1.169116
20211207_152258__777391__319::sa__sknsh__0,SKNSH,sa,2.763,0,0.24259745
20211212_73316__958155__13::fsp__sknsh__0,SKNSH,fsp,5.106,0,-0.0465405
20211207_205407__862697__161::sa__k562__0,K562,sa,4.347,0,1.5557146
20211206_30049__12002023__15::al__k562__3,K562,al,5.113,0,1.6331905
20211210_223938__220016__319::hmc__sknsh__0,SKNSH,hmc,1.397,0,-0.12425826
20211212_10357__323391__1418::fsp__k562__0,K562,fsp,7.357,0,2.7146301
20211212_10357__323391__1938::fsp__k562__0,K562,fsp,6.83,0,4.3997436
20211212_45907__313665__1379::fsp__hepg2__4,HepG2,fsp,1.104,0,1.4612815
20211210_222400__878831__291::hmc__hepg2__0,HepG2,hmc,3.666,0,0.96572566
20211207_234119__367484__512::sa__k562__0,K562,sa,4.788,0,3.6169455
20211206_25248__57624260__21::al__sknsh__4,SKNSH,al,1.96,0,0.39513516
20211207_224529__679056__1915::sa__k562__0,K562,sa,4.67,0,1.7242447
20211212_73316__958155__608::fsp__sknsh__1,SKNSH,fsp,2.219,0,0.36201537
20211206_221956__59439361__3174::al__k562__0,K562,al,5.54,0,3.469978
20211207_175000__383007__1287::sa__sknsh__0,SKNSH,sa,4.215,0,0.93754876
20211214_100033__420816__1590::sa_rep__hepg2__0,HepG2,sa_rep,0.646,0,0.25464937
20211207_234119__367484__4755::sa__k562__3,K562,sa,1.393,0,0.26601735
20211207_85512__472183__3391::sa__hepg2__2,HepG2,sa,1.892,0,0.690582
20211207_175000__383007__3247::sa__sknsh__2,SKNSH,sa,1.767,0,-0.24000627
20211212_75659__621411__1271::fsp__sknsh__4,SKNSH,fsp,1.416,0,0.20080888
20211214_100033__420816__2418::sa_rep__hepg2__0,HepG2,sa_rep,0.461,0,0.705641
20211207_214935__668330__1131::sa__k562__0,K562,sa,3.898,0,3.1538308
20211207_163007__848589__525::sa__sknsh__0,SKNSH,sa,3.048,0,-0.407776
20211207_212124__46481152__1264::al__sknsh__0,SKNSH,al,5.54,0,-0.5796111
20211212_92818__893131__1617::fsp__k562__5,K562,fsp,2.318,0,-0.13819374
20211212_10357__323391__308::fsp__k562__0,K562,fsp,4.18,0,2.4326556
20211212_75659__621411__248::fsp__sknsh__0,SKNSH,fsp,1.739,0,0.112305954
20211212_12620__229779__421::fsp__hepg2__0,HepG2,fsp,1.409,0,1.9199189
20211207_224529__679056__699::sa__k562__0,K562,sa,2.512,0,2.8671439
20211214_100033__420816__3118::sa_rep__hepg2__0,HepG2,sa_rep,1.78,0,0.78981626
20211214_111905__704605__301::sa_rep__sknsh__0,SKNSH,sa_rep,-0.495,1,-0.8166861
20211206_24503__33072627__1410::al__hepg2__0,HepG2,al,3.311,0,1.844484
20211212_10357__323391__895::fsp__k562__0,K562,fsp,4.909,0,4.281145
20211207_212124__46481152__3509::al__sknsh__0,SKNSH,al,2.024,0,-0.9537953
20211212_55149__346635__1305::fsp__hepg2__4,HepG2,fsp,3.586,0,1.9541092
20211212_52639__969454__412::fsp__hepg2__0,HepG2,fsp,2.87,0,1.4783117
20211210_221758__613002__425::hmc__hepg2__0,HepG2,hmc,2.132,0,1.372777
20211206_30151__45259191__23::al__k562__5,K562,al,5.821,0,3.3345377
20211212_75659__621411__503::fsp__sknsh__1,SKNSH,fsp,2.011,0,0.37092823
20211207_212124__46481152__2702::al__sknsh__0,SKNSH,al,0.085,0,-0.21688278
20211207_63610__124703__1637::sa__hepg2__0,HepG2,sa,3.867,0,2.1004124
20211207_175000__383007__3101::sa__sknsh__2,SKNSH,sa,1.036,0,0.39576322
20211207_212124__46481152__85::al__sknsh__0,SKNSH,al,1.681,0,-0.36454865
20211207_85512__472183__2063::sa__hepg2__1,HepG2,sa,0.637,0,1.3759197
20211206_221956__59439361__382::al__k562__0,K562,al,4.99,0,3.7975636
20211210_221910__955552__65::hmc__hepg2__0,HepG2,hmc,2.103,0,0.4329921
20211207_152258__777391__3316::sa__sknsh__2,SKNSH,sa,0.73,0,0.37527496
20211212_52639__969454__724::fsp__hepg2__1,HepG2,fsp,3.84,0,3.7525437
20211207_205407__862697__2521::sa__k562__1,K562,sa,5.289,0,1.1058445
20211207_152258__777391__753::sa__sknsh__0,SKNSH,sa,1.088,0,0.3027543
20211210_222736__775920__121::hmc__hepg2__0,HepG2,hmc,2.328,0,1.3498853
20211212_52639__969454__227::fsp__hepg2__0,HepG2,fsp,4.39,0,2.0513654
20211207_212124__46481152__1370::al__sknsh__0,SKNSH,al,2.776,0,-0.09157239
20211210_222135__426940__116::hmc__hepg2__0,HepG2,hmc,1.714,0,1.0932612
20211212_61436__944763__1254::fsp__hepg2__4,HepG2,fsp,4.284,0,1.8747075
20211207_224529__679056__1326::sa__k562__0,K562,sa,6.002,0,2.446708
20211212_73316__958155__463::fsp__sknsh__0,SKNSH,fsp,3.167,0,-0.47292304
20211212_73316__958155__827::fsp__sknsh__2,SKNSH,fsp,2.797,0,-0.05399835
20211207_73549__261982__3467::sa__hepg2__2,HepG2,sa,1.019,0,0.7913767
20211212_122659__199840__430::fsp__sknsh__0,SKNSH,fsp,2.312,0,-0.1746223
20211210_221758__613002__299::hmc__hepg2__0,HepG2,hmc,2.639,0,1.0006336
20211212_12620__229779__394::fsp__hepg2__0,HepG2,fsp,0.708,0,1.030877
20211208_30316__14438156__90::al__hepg2__4,HepG2,al,3.017,0,1.9096112
20211207_175000__383007__4236::sa__sknsh__3,SKNSH,sa,4.715,0,-0.029966988
20211210_221421__693103__109::hmc__k562__0,K562,hmc,1.525,0,1.6191167
20211210_222625__481558__363::hmc__hepg2__0,HepG2,hmc,1.721,0,0.31783772
20211214_111905__704605__998::sa_rep__sknsh__0,SKNSH,sa_rep,0.12,0,-0.41666448
20211212_12620__229779__1826::fsp__hepg2__0,HepG2,fsp,4.223,0,2.6136587
20211212_122659__199840__414::fsp__sknsh__0,SKNSH,fsp,3.639,0,-0.11830797
20211214_94001__624120__1475::sa_rep__k562__0,K562,sa_rep,1.509,0,1.6286314
20211207_175000__383007__1218::sa__sknsh__0,SKNSH,sa,4.445,0,0.30345047
20211208_15040__72147769__24::al__hepg2__0,HepG2,al,0.532,0,1.6454992
20211214_94001__624120__2357::sa_rep__k562__0,K562,sa_rep,0.269,0,2.312397
20211207_63610__124703__2784::sa__hepg2__1,HepG2,sa,2.309,0,0.910823
20211212_12620__229779__354::fsp__hepg2__0,HepG2,fsp,3.202,0,1.349899
20211207_214935__668330__661::sa__k562__0,K562,sa,2.323,0,3.0702107
20211212_10357__323391__269::fsp__k562__0,K562,fsp,5.403,0,4.7522016
20211212_12620__229779__726::fsp__hepg2__0,HepG2,fsp,3.333,0,2.0793133
20211212_12620__229779__1158::fsp__hepg2__0,HepG2,fsp,1.759,0,1.5679374
20211214_111905__704605__1163::sa_rep__sknsh__0,SKNSH,sa_rep,0.083,0,0.23419136
20211210_220819__498877__216::hmc__k562__0,K562,hmc,2.095,0,0.6113596
20211207_141610__992334__5309::sa__sknsh__4,SKNSH,sa,1.723,0,-0.360383
20211212_24754__730114__1610::fsp__k562__5,K562,fsp,2.852,0,1.8297075
20211212_12620__229779__1006::fsp__hepg2__0,HepG2,fsp,1.534,0,2.4230983
20211207_224529__679056__4464::sa__k562__3,K562,sa,5.546,0,0.37352496
20211214_111905__704605__2846::sa_rep__sknsh__0,SKNSH,sa_rep,1.518,0,0.019817203
20211212_75659__621411__908::fsp__sknsh__2,SKNSH,fsp,3.093,0,0.32334545
20211212_24754__730114__1012::fsp__k562__3,K562,fsp,6.363,0,1.9833949
20211212_73316__958155__1556::fsp__sknsh__5,SKNSH,fsp,0.579,0,-0.04522723
20211212_24754__730114__807::fsp__k562__2,K562,fsp,4.34,0,0.73971546
20211207_234119__367484__6548::sa__k562__5,K562,sa,2.621,0,0.1403847
20211212_12620__229779__1921::fsp__hepg2__0,HepG2,fsp,1.234,0,2.0589309
20211214_100033__420816__9::sa_rep__hepg2__0,HepG2,sa_rep,0.789,0,0.20905915
20211212_22207__477844__1179::fsp__k562__3,K562,fsp,2.459,0,0.44870508
20211212_85225__619474__598::fsp__k562__1,K562,fsp,1.532,0,0.33084634
20211212_55149__346635__638::fsp__hepg2__1,HepG2,fsp,0.821,0,1.493325
20211207_163007__848589__2046::sa__sknsh__1,SKNSH,sa,2.705,0,-0.4899727
20211207_85512__472183__4837::sa__hepg2__3,HepG2,sa,2.501,0,1.2403339
20211212_85225__619474__851::fsp__k562__2,K562,fsp,3.822,0,1.2038084
20211207_63610__124703__754::sa__hepg2__0,HepG2,sa,2.806,0,1.5340106
20211210_221533__849423__208::hmc__k562__0,K562,hmc,1.956,0,0.16182412
20211210_223449__975596__115::hmc__sknsh__0,SKNSH,hmc,1.66,0,-0.053796202
20211212_24754__730114__428::fsp__k562__0,K562,fsp,3.886,0,4.795246
20211214_100033__420816__3963::sa_rep__hepg2__0,HepG2,sa_rep,1.441,0,0.63396806
20211207_214935__668330__4442::sa__k562__3,K562,sa,4.054,0,3.6376882
20211212_92818__893131__1374::fsp__k562__4,K562,fsp,3.069,0,0.47423863
20211212_52639__969454__542::fsp__hepg2__1,HepG2,fsp,0.105,0,1.5311117
20211212_92818__893131__1256::fsp__k562__4,K562,fsp,0.653,0,0.029170752
20211212_45907__313665__705::fsp__hepg2__1,HepG2,fsp,1.747,0,0.7051084
20211210_221646__981484__394::hmc__k562__0,K562,hmc,3.522,0,1.5317658
20211214_100033__420816__3553::sa_rep__hepg2__0,HepG2,sa_rep,-0.476,1,0.73664343
20211212_55149__346635__588::fsp__hepg2__1,HepG2,fsp,1.627,0,1.4329978
20211206_24503__33072627__2825::al__hepg2__0,HepG2,al,5.122,0,2.0003757
20211212_12620__229779__153::fsp__hepg2__0,HepG2,fsp,5.213,0,1.5961318
20211214_111905__704605__625::sa_rep__sknsh__0,SKNSH,sa_rep,3.614,0,-0.21369529
20211207_224529__679056__6644::sa__k562__5,K562,sa,1.826,0,0.16127044
20211207_73549__261982__3057::sa__hepg2__2,HepG2,sa,1.837,0,0.96518373
20211212_22207__477844__1442::fsp__k562__4,K562,fsp,2.352,0,1.0493295
20211207_175000__383007__6115::sa__sknsh__5,SKNSH,sa,0.837,0,0.24864629
20211207_234119__367484__4472::sa__k562__3,K562,sa,3.467,0,1.0310473
20211210_223112__860883__444::hmc__sknsh__0,SKNSH,hmc,1.738,0,0.2183594
20211212_73316__958155__1405::fsp__sknsh__4,SKNSH,fsp,2.162,0,0.35449392
20211206_24503__33072627__2023::al__hepg2__0,HepG2,al,0.819,0,0.9788435
20211210_211422__435253__799::fsp_uc__sknsh__0,SKNSH,fsp_uc,1.759,0,0.95631504
20211207_63610__124703__6157::sa__hepg2__5,HepG2,sa,2.749,0,1.0557281
20211212_92818__893131__82::fsp__k562__0,K562,fsp,6.301,0,3.963662
20211214_100033__420816__1610::sa_rep__hepg2__0,HepG2,sa_rep,0.922,0,0.6926311
20211214_100033__420816__2290::sa_rep__hepg2__0,HepG2,sa_rep,-0.175,1,0.8477621
20211212_122659__199840__1086::fsp__sknsh__3,SKNSH,fsp,4.65,0,-0.17389946
20211210_222848__670473__345::hmc__hepg2__0,HepG2,hmc,2.649,0,2.0351148
20211206_24503__33072627__1223::al__hepg2__0,HepG2,al,5.177,0,2.5541663
20211212_82245__817810__398::fsp__sknsh__0,SKNSH,fsp,1.361,0,-0.38591194
20211207_212124__46481152__518::al__sknsh__0,SKNSH,al,0.537,0,-0.2087194
20211212_122659__199840__645::fsp__sknsh__1,SKNSH,fsp,1.819,0,0.30994278
20211212_12620__229779__1470::fsp__hepg2__0,HepG2,fsp,2.778,0,2.335953
20211207_185623__627393__6341::sa__sknsh__5,SKNSH,sa,1.569,0,-0.29993832
20211212_55149__346635__715::fsp__hepg2__1,HepG2,fsp,3.26,0,1.8078887
20211206_221956__59439361__1250::al__k562__0,K562,al,3.906,0,2.8079515
20211210_223112__860883__28::hmc__sknsh__0,SKNSH,hmc,1.229,0,0.021754894
20211206_24503__33072627__309::al__hepg2__0,HepG2,al,4.066,0,2.0765743
20211214_94001__624120__2011::sa_rep__k562__0,K562,sa_rep,1.818,0,1.6030096
20211207_85512__472183__2458::sa__hepg2__1,HepG2,sa,3.591,0,1.3920997
20211212_85225__619474__248::fsp__k562__0,K562,fsp,5.178,0,2.6096072
20211206_25338__24126851__67::al__sknsh__5,SKNSH,al,2.622,0,0.26581436
20211206_221956__59439361__1338::al__k562__0,K562,al,4.81,0,2.8553624
20211207_234119__367484__1197::sa__k562__0,K562,sa,4.358,0,1.9891934
20211210_222135__426940__117::hmc__hepg2__0,HepG2,hmc,0.655,0,0.6296223
20211212_52639__969454__1679::fsp__hepg2__5,HepG2,fsp,2.895,0,1.30779
20211214_94001__624120__527::sa_rep__k562__0,K562,sa_rep,1.759,0,2.5950553
20211207_73549__261982__5936::sa__hepg2__4,HepG2,sa,2.141,0,1.2457404
20211212_61436__944763__271::fsp__hepg2__0,HepG2,fsp,4.203,0,1.7220256
20211212_73316__958155__312::fsp__sknsh__0,SKNSH,fsp,3.598,0,0.3190223
20211214_94001__624120__1725::sa_rep__k562__0,K562,sa_rep,1.089,0,2.5027175
20211210_221044__191551__92::hmc__k562__0,K562,hmc,4.119,0,0.8824655
20211207_141610__992334__766::sa__sknsh__0,SKNSH,sa,1.976,0,-0.3854303
20211210_222400__878831__262::hmc__hepg2__0,HepG2,hmc,1.23,0,1.1627436
20211210_221157__957271__23::hmc__k562__0,K562,hmc,3.056,0,1.529506
20211210_222625__481558__21::hmc__hepg2__0,HepG2,hmc,2.446,0,0.029334754
20211214_111905__704605__805::sa_rep__sknsh__0,SKNSH,sa_rep,-0.333,1,-0.04680275
20211212_73316__958155__697::fsp__sknsh__1,SKNSH,fsp,5.02,0,0.07055473
20211207_195336__853804__1153::sa__k562__0,K562,sa,3.334,0,3.2451792
20211213_141637__333762__196::hmc__hepg2__0,HepG2,hmc,-1.197,1,-0.03388094
20211208_32239__17214778__93::al__hepg2__5,HepG2,al,3.983,0,1.1369512
20211207_112927__175796__1953::sa__hepg2__0,HepG2,sa,5.66,0,2.1071413
20211207_212124__46481152__1480::al__sknsh__0,SKNSH,al,3.098,0,0.44560522
20211207_224529__679056__761::sa__k562__0,K562,sa,1.982,0,0.50102746
20211210_222736__775920__132::hmc__hepg2__0,HepG2,hmc,3.774,0,0.6041882
20211212_55149__346635__604::fsp__hepg2__1,HepG2,fsp,1.345,0,1.7885104
20211210_221421__693103__91::hmc__k562__0,K562,hmc,2.927,0,0.4988206
20211207_224529__679056__2647::sa__k562__1,K562,sa,3.562,0,2.2543833
20211206_221956__59439361__2736::al__k562__0,K562,al,5.897,0,3.0783007
20211214_111905__704605__2186::sa_rep__sknsh__0,SKNSH,sa_rep,0.033,0,-0.07812457
20211214_111905__704605__577::sa_rep__sknsh__0,SKNSH,sa_rep,-0.889,1,-0.38945308
20211212_122659__199840__463::fsp__sknsh__0,SKNSH,fsp,3.705,0,-0.47301963
20211214_111905__704605__2659::sa_rep__sknsh__0,SKNSH,sa_rep,-0.125,1,-0.1438836
20211214_100033__420816__678::sa_rep__hepg2__0,HepG2,sa_rep,0.905,0,1.3883572
20211214_94001__624120__1804::sa_rep__k562__0,K562,sa_rep,1.177,0,0.45658195
20211207_100944__255626__1178::sa__hepg2__0,HepG2,sa,3.557,0,1.5181245
20211207_152258__777391__479::sa__sknsh__0,SKNSH,sa,3.611,0,0.30311066
20211212_24754__730114__1162::fsp__k562__3,K562,fsp,3.138,0,1.470701
20211212_122659__199840__943::fsp__sknsh__2,SKNSH,fsp,2.581,0,-0.033921868
20211212_55149__346635__1516::fsp__hepg2__5,HepG2,fsp,0.012,0,0.6474449
20211214_94001__624120__3052::sa_rep__k562__0,K562,sa_rep,0.527,0,2.2415817
20211207_185623__627393__6891::sa__sknsh__5,SKNSH,sa,2.982,0,0.3466503
20211206_30151__45259191__44::al__k562__5,K562,al,4.637,0,1.4185368
20211212_122659__199840__915::fsp__sknsh__2,SKNSH,fsp,2.108,0,-0.023347
20211212_45907__313665__1098::fsp__hepg2__3,HepG2,fsp,2.973,0,1.8428023
20211212_73316__958155__445::fsp__sknsh__0,SKNSH,fsp,2.206,0,0.35812098
20211213_142013__546823__131::hmc__hepg2__0,HepG2,hmc,-3.682,1,-1.035409
20211207_141610__992334__3519::sa__sknsh__2,SKNSH,sa,1.293,0,0.025394127
20211206_221956__59439361__2236::al__k562__0,K562,al,6.827,0,3.0267951
20211214_111905__704605__3703::sa_rep__sknsh__0,SKNSH,sa_rep,0.296,0,-0.25257856
20211207_163007__848589__208::sa__sknsh__0,SKNSH,sa,2.241,0,0.0050364733
20211206_24503__33072627__139::al__hepg2__0,HepG2,al,1.631,0,2.799785
20211212_92818__893131__1057::fsp__k562__3,K562,fsp,0.948,0,0.13097191
20211210_220819__498877__7::hmc__k562__0,K562,hmc,4.627,0,0.390477
20211210_222848__670473__469::hmc__hepg2__0,HepG2,hmc,2.635,0,0.54355556
20211206_24503__33072627__2219::al__hepg2__0,HepG2,al,2.896,0,1.4743246
20211207_234119__367484__1594::sa__k562__0,K562,sa,2.331,0,4.0654993
20211212_24754__730114__374::fsp__k562__0,K562,fsp,7.645,0,4.475999
20211207_195336__853804__1666::sa__k562__0,K562,sa,4.902,0,2.6162994
20211212_92818__893131__1044::fsp__k562__3,K562,fsp,3.583,0,0.770358
20211207_141610__992334__1609::sa__sknsh__0,SKNSH,sa,3.131,0,0.3269894
20211212_12620__229779__1846::fsp__hepg2__0,HepG2,fsp,4.448,0,0.55906117
20211212_14909__942569__1129::fsp__sknsh__0,SKNSH,fsp,1.412,0,0.019242942
20211206_221956__59439361__2011::al__k562__0,K562,al,4.44,0,1.9014901
20211214_100033__420816__1484::sa_rep__hepg2__0,HepG2,sa_rep,0.75,0,0.75831914
20211206_221956__59439361__3671::al__k562__0,K562,al,2.81,0,4.1057057
20211206_221956__59439361__465::al__k562__0,K562,al,6.272,0,3.3560855
20211212_12620__229779__144::fsp__hepg2__0,HepG2,fsp,5.687,0,1.9941934
20211207_141610__992334__4983::sa__sknsh__3,SKNSH,sa,2.062,0,-0.07945275
20211207_163007__848589__4711::sa__sknsh__3,SKNSH,sa,0.057,0,0.13166118
20211210_222135__426940__357::hmc__hepg2__0,HepG2,hmc,0.002,0,1.1037776
20211212_122659__199840__642::fsp__sknsh__1,SKNSH,fsp,2.86,0,0.56082064
20211212_92818__893131__1203::fsp__k562__3,K562,fsp,0.503,0,-0.037081003
20211212_24754__730114__1696::fsp__k562__5,K562,fsp,2.824,0,0.886587
20211207_224529__679056__4908::sa__k562__3,K562,sa,3.801,0,0.7035276
20211207_195336__853804__335::sa__k562__0,K562,sa,4.496,0,2.7628427
20211207_141610__992334__345::sa__sknsh__0,SKNSH,sa,3.876,0,-0.258955
20211214_111905__704605__1742::sa_rep__sknsh__0,SKNSH,sa_rep,1.099,0,-0.42565235
20211210_221533__849423__39::hmc__k562__0,K562,hmc,3.277,0,1.0133215
20211208_1204__58877652__24::al__k562__2,K562,al,4.358,0,1.4375945
20211207_212124__46481152__2875::al__sknsh__0,SKNSH,al,0.532,0,0.14639503
20211212_82245__817810__1664::fsp__sknsh__5,SKNSH,fsp,2.931,0,0.37449586
20211206_221956__59439361__161::al__k562__0,K562,al,2.749,0,2.9505818
20211212_73316__958155__568::fsp__sknsh__1,SKNSH,fsp,2.722,0,0.24163437
20211212_75659__621411__525::fsp__sknsh__1,SKNSH,fsp,3.359,0,-0.6605108
20211206_221956__59439361__1252::al__k562__0,K562,al,4.34,0,3.387142
