id,target_cell,method,measured_gap,measured_fail,pred_gap
20211214_94001__624120__2589::sa_rep__k562__0,K562,sa_rep,1.154,0,1.1192441
20211207_212124__46481152__1658::al__sknsh__0,SKNSH,al,1.997,0,0.30580306
20211207_212124__46481152__738::al__sknsh__0,SKNSH,al,2.5,0,-0.25521547
20211210_222848__670473__281::hmc__hepg2__0,HepG2,hmc,2.488,0,0.66358185
20211212_92818__893131__1466::fsp__k562__4,K562,fsp,1.162,0,0.20102036
20211207_141610__992334__5258::sa__sknsh__4,SKNSH,sa,0.0,0,-0.20657574
20211207_163007__848589__1228::sa__sknsh__0,SKNSH,sa,4.102,0,-0.17393735
20211210_221309__146215__64::hmc__k562__0,K562,hmc,3.201,0,1.1987936
20211212_85225__619474__590::fsp__k562__1,K562,fsp,4.523,0,0.70391995
20211210_221758__613002__31::hmc__hepg2__0,HepG2,hmc,1.601,0,0.6362215
20211207_175000__383007__178::sa__sknsh__0,SKNSH,sa,5.76,0,-0.08184652
20211212_92818__893131__1748::fsp__k562__5,K562,fsp,1.361,0,-0.51192594
20211207_212124__46481152__3893::al__sknsh__0,SKNSH,al,1.665,0,-0.13415304
20211212_14909__942569__88::fsp__sknsh__0,SKNSH,fsp,4.316,0,0.41063976
20211212_14909__942569__1868::fsp__sknsh__0,SKNSH,fsp,1.622,0,-0.20016167
20211212_82245__817810__1691::fsp__sknsh__5,SKNSH,fsp,2.106,0,-0.021596491
20211207_214935__668330__5345::sa__k562__4,K562,sa,5.096,0,0.6548185
20211212_82245__817810__256::fsp__sknsh__0,SKNSH,fsp,1.874,0,0.029073298
20211207_152258__777391__3100::sa__sknsh__2,SKNSH,sa,0.095,0,-0.3973591
20211207_63610__124703__1076::sa__hepg2__0,HepG2,sa,4.533,0,2.2343974
20211214_111905__704605__139::sa_rep__sknsh__0,SKNSH,sa_rep,0.347,0,0.22624028
20211214_100033__420816__2658::sa_rep__hepg2__0,HepG2,sa_rep,1.957,0,1.0271193
20211206_24503__33072627__469::al__hepg2__0,HepG2,al,2.074,0,1.348623
20211207_212124__46481152__471::al__sknsh__0,SKNSH,al,2.841,0,-1.5125368
20211206_24503__33072627__2375::al__hepg2__0,HepG2,al,3.937,0,3.039954
20211210_221157__957271__29::hmc__k562__0,K562,hmc,2.565,0,1.2728887
20211208_45216__32596306__94::al__sknsh__2,SKNSH,al,1.774,0,0.069616616
20211207_212124__46481152__1969::al__sknsh__0,SKNSH,al,4.415,0,0.25168818
20211212_92818__893131__230::fsp__k562__0,K562,fsp,6.38,0,4.925117
20211212_14909__942569__77::fsp__sknsh__0,SKNSH,fsp,3.633,0,0.35367417
20211207_112927__175796__4824::sa__hepg2__3,HepG2,sa,1.248,0,0.9646816
20211207_73549__261982__3931::sa__hepg2__2,HepG2,sa,2.953,0,1.2826111
20211214_94001__624120__2295::sa_rep__k562__0,K562,sa_rep,2.843,0,2.1677358
20211212_55149__346635__757::fsp__hepg2__2,HepG2,fsp,2.569,0,2.0123937
20211213_142125__108786__132::hmc__sknsh__0,SKNSH,hmc,-1.625,1,-0.46797204
20211207_195336__853804__6620::sa__k562__5,K562,sa,2.269,0,0.22160007
20211214_94001__624120__3088::sa_rep__k562__0,K562,sa_rep,3.772,0,2.4909596
20211207_85512__472183__4162::sa__hepg2__3,HepG2,sa,2.604,0,0.94573677
20211207_175000__383007__4351::sa__sknsh__3,SKNSH,sa,1.997,0,0.03154832
20211207_152258__777391__1377::sa__sknsh__0,SKNSH,sa,3.566,0,1.1773754
20211207_212124__46481152__164::al__sknsh__0,SKNSH,al,3.638,0,-0.1416657
20211212_85225__619474__893::fsp__k562__2,K562,fsp,2.183,0,0.46494183
20211212_14909__942569__460::fsp__sknsh__0,SKNSH,fsp,1.463,0,-0.0025815964
20211212_82245__817810__1638::fsp__sknsh__5,SKNSH,fsp,0.129,0,-0.024927795
20211214_94001__624120__746::sa_rep__k562__0,K562,sa_rep,1.005,0,1.3997157
20211212_82245__817810__1278::fsp__sknsh__4,SKNSH,fsp,2.929,0,0.040433645
20211212_85225__619474__599::fsp__k562__1,K562,fsp,0.65,0,0.38647383
20211210_221646__981484__402::hmc__k562__0,K562,hmc,4.526,0,0.7577579
20211214_111905__704605__351::sa_rep__sknsh__0,SKNSH,sa_rep,0.056,0,0.023936182
20211210_194206__199488__1646::sa_uc__k562__0,K562,sa_uc,5.974,0,5.6795645
20211207_234119__367484__6263::sa__k562__5,K562,sa,0.746,0,1.0685923
20211210_221044__191551__18::hmc__k562__0,K562,hmc,4.911,0,0.51354945
20211212_24754__730114__88::fsp__k562__0,K562,fsp,5.742,0,2.2706356
20211212_75659__621411__1011::fsp__sknsh__3,SKNSH,fsp,2.918,0,0.3992837
20211212_75659__621411__779::fsp__sknsh__2,SKNSH,fsp,3.148,0,-0.15779084
20211210_222736__775920__41::hmc__hepg2__0,HepG2,hmc,0.821,0,0.4185543
20211210_223449__975596__283::hmc__sknsh__0,SKNSH,hmc,-0.523,1,0.35910046
20211206_221956__59439361__701::al__k562__0,K562,al,4.321,0,3.4927278
20211210_221044__191551__371::hmc__k562__0,K562,hmc,3.182,0,0.848159
20211212_85225__619474__450::fsp__k562__0,K562,fsp,6.542,0,3.8409305
20211214_111905__704605__3712::sa_rep__sknsh__0,SKNSH,sa_rep,2.682,0,0.0746634
20211210_220554__102599__81::hmc__k562__0,K562,hmc,2.449,0,1.4111358
20211212_73316__958155__624::fsp__sknsh__1,SKNSH,fsp,2.663,0,0.2384002
20211207_73549__261982__4116::sa__hepg2__3,HepG2,sa,3.782,0,1.6170589
20211212_10357__323391__1784::fsp__k562__0,K562,fsp,2.428,0,3.6456916
20211207_85512__472183__1026::sa__hepg2__0,HepG2,sa,3.395,0,1.0351298
20211207_205407__862697__1863::sa__k562__0,K562,sa,5.996,0,3.4158294
20211210_220819__498877__228::hmc__k562__0,K562,hmc,2.782,0,1.1973839
20211212_12620__229779__1127::fsp__hepg2__0,HepG2,fsp,3.044,0,1.9541888
20211210_223336__628085__408::hmc__sknsh__0,SKNSH,hmc,1.865,0,0.33429223
20211212_10357__323391__1914::fsp__k562__0,K562,fsp,6.003,0,1.7821641
20211212_45907__313665__488::fsp__hepg2__0,HepG2,fsp,6.502,0,2.7665095
20211214_94001__624120__1650::sa_rep__k562__0,K562,sa_rep,1.555,0,1.5925714
20211207_212124__46481152__2532::al__sknsh__0,SKNSH,al,4.311,0,-0.15278429
20211213_141637__333762__278::hmc__hepg2__0,HepG2,hmc,-1.946,1,-0.47711897
20211207_175000__383007__3545::sa__sknsh__2,SKNSH,sa,0.731,0,-0.1329656
20211207_212124__46481152__3288::al__sknsh__0,SKNSH,al,1.582,0,-0.110352755
20211207_185623__627393__2239::sa__sknsh__1,SKNSH,sa,2.079,0,-0.577583
20211214_100033__420816__3031::sa_rep__hepg2__0,HepG2,sa_rep,0.525,0,1.0186008
20211212_14909__942569__367::fsp__sknsh__0,SKNSH,fsp,1.531,0,0.32397395
20211214_100033__420816__1996::sa_rep__hepg2__0,HepG2,sa_rep,-0.072,1,0.7746461
20211207_175000__383007__1102::sa__sknsh__0,SKNSH,sa,4.732,0,0.1140324
20211210_222022__565195__84::hmc__hepg2__0,HepG2,hmc,0.323,0,0.19601035
20211210_221758__613002__6::hmc__hepg2__0,HepG2,hmc,3.147,0,0.94666874
20211210_222022__565195__23::hmc__hepg2__0,HepG2,hmc,0.508,0,0.8851319
20211212_24754__730114__613::fsp__k562__1,K562,fsp,4.898,0,3.9973848
20211208_1204__58877652__80::al__k562__2,K562,al,5.435,0,2.521
20211207_100944__255626__2036::sa__hepg2__1,HepG2,sa,2.201,0,0.602219
20211207_163007__848589__3315::sa__sknsh__2,SKNSH,sa,0.563,0,-0.53407764
20211207_212124__46481152__1526::al__sknsh__0,SKNSH,al,3.024,0,0.2050973
20211212_92818__893131__362::fsp__k562__0,K562,fsp,6.841,0,4.109464
20211207_163007__848589__3305::sa__sknsh__2,SKNSH,sa,1.512,0,-0.13811679
20211213_142125__108786__14::hmc__sknsh__0,SKNSH,hmc,-0.941,1,-0.5878177
20211207_63610__124703__1715::sa__hepg2__0,HepG2,sa,2.681,0,1.439363
20211214_111905__704605__2736::sa_rep__sknsh__0,SKNSH,sa_rep,0.923,0,0.37878722
20211207_195336__853804__297::sa__k562__0,K562,sa,5.103,0,1.6369158
20211207_205407__862697__1483::sa__k562__0,K562,sa,1.439,0,1.5967286
20211210_222625__481558__315::hmc__hepg2__0,HepG2,hmc,2.049,0,0.6366746
20211212_122659__199840__135::fsp__sknsh__0,SKNSH,fsp,4.891,0,0.23362136
20211214_94001__624120__2034::sa_rep__k562__0,K562,sa_rep,0.427,0,0.44049358
20211207_175000__383007__1301::sa__sknsh__0,SKNSH,sa,2.797,0,-0.06491566
20211207_234119__367484__2227::sa__k562__1,K562,sa,1.11,0,-0.15259
20211207_195336__853804__5012::sa__k562__4,K562,sa,4.459,0,2.394326
20211212_75659__621411__1355::fsp__sknsh__4,SKNSH,fsp,2.718,0,0.1291089
20211214_100033__420816__830::sa_rep__hepg2__0,HepG2,sa_rep,-0.487,1,0.7501618
20211207_235425__62927592__73::al__k562__1,K562,al,3.963,0,1.4895304
20211207_112927__175796__2719::sa__hepg2__1,HepG2,sa,3.165,0,0.9113721
20211207_224529__679056__1923::sa__k562__0,K562,sa,3.53,0,1.370287
20211206_24503__33072627__2749::al__hepg2__0,HepG2,al,0.741,0,1.0549966
20211214_111905__704605__863::sa_rep__sknsh__0,SKNSH,sa_rep,-0.247,1,-0.25703114
20211214_100033__420816__205::sa_rep__hepg2__0,HepG2,sa_rep,0.308,0,0.71678174
20211207_234119__367484__6582::sa__k562__5,K562,sa,2.816,0,0.40642357
20211210_221421__693103__475::hmc__k562__0,K562,hmc,3.607,0,1.0553458
20211207_205407__862697__2919::sa__k562__1,K562,sa,1.218,0,0.11781633
20211210_221421__693103__318::hmc__k562__0,K562,hmc,1.497,0,0.00054711103
20211207_63610__124703__2266::sa__hepg2__1,HepG2,sa,1.989,0,0.34180766
20211212_10357__323391__1761::fsp__k562__0,K562,fsp,4.315,0,4.2419095
20211212_61436__944763__1108::fsp__hepg2__3,HepG2,fsp,2.201,0,1.3719459
20211206_24503__33072627__3630::al__hepg2__0,HepG2,al,1.156,0,1.1998675
20211206_25443__72806280__8::al__hepg2__0,HepG2,al,1.852,0,2.4008589
20211214_94001__624120__3029::sa_rep__k562__0,K562,sa_rep,2.315,0,1.6125154
20211206_24503__33072627__3097::al__hepg2__0,HepG2,al,4.119,0,1.8864863
20211212_75659__621411__1710::fsp__sknsh__5,SKNSH,fsp,2.734,0,-0.073575154
20211210_223223__132172__421::hmc__sknsh__0,SKNSH,hmc,0.502,0,-0.37463534
20211206_25057__13935544__53::al__sknsh__2,SKNSH,al,1.082,0,0.14426142
20211208_24513__37698702__86::al__hepg2__3,HepG2,al,1.868,0,1.2643251
20211207_63610__124703__639::sa__hepg2__0,HepG2,sa,3.145,0,1.6031002
20211214_100033__420816__152::sa_rep__hepg2__0,HepG2,sa_rep,0.379,0,0.8206986
20211213_141637__333762__30::hmc__hepg2__0,HepG2,hmc,-1.571,1,-0.41450238
20211210_223713__377193__157::hmc__sknsh__0,SKNSH,hmc,2.127,0,0.30451787
20211212_55149__346635__404::fsp__hepg2__0,HepG2,fsp,4.977,0,1.9760253
20211207_141610__992334__6667::sa__sknsh__5,SKNSH,sa,1.241,0,0.57272047
20211207_175000__383007__654::sa__sknsh__0,SKNSH,sa,3.98,0,0.00089514256
20211213_141412__444669__200::hmc__hepg2__0,HepG2,hmc,-1.906,1,-0.6604334
20211210_223713__377193__147::hmc__sknsh__0,SKNSH,hmc,1.778,0,-0.18883313
20211212_12620__229779__956::fsp__hepg2__0,HepG2,fsp,3.037,0,2.0149062
20211210_220554__102599__459::hmc__k562__0,K562,hmc,3.316,0,1.9998777
20211207_175000__383007__1433::sa__sknsh__0,SKNSH,sa,1.885,0,0.6874763
20211207_152258__777391__3794::sa__sknsh__2,SKNSH,sa,2.139,0,0.20523527
20211207_185623__627393__1260::sa__sknsh__0,SKNSH,sa,1.421,0,0.22599119
20211207_205407__862697__4805::sa__k562__3,K562,sa,1.663,0,2.4410255
20211207_141610__992334__6086::sa__sknsh__5,SKNSH,sa,1.699,0,-0.33833316
20211207_214935__668330__4500::sa__k562__3,K562,sa,1.731,0,-0.07476109
20211210_221309__146215__65::hmc__k562__0,K562,hmc,3.351,0,0.63000655
20211208_41545__46700778__59::al__sknsh__0,SKNSH,al,2.995,0,1.2007582
20211214_94001__624120__2262::sa_rep__k562__0,K562,sa_rep,0.262,0,1.4844601
20211207_205407__862697__6802::sa__k562__5,K562,sa,3.468,0,1.4304781
20211210_222848__670473__496::hmc__hepg2__0,HepG2,hmc,2.311,0,0.64063346
20211212_45907__313665__1551::fsp__hepg2__5,HepG2,fsp,4.999,0,2.0762265
20211206_24503__33072627__618::al__hepg2__0,HepG2,al,3.533,0,1.9964904
20211212_22207__477844__269::fsp__k562__0,K562,fsp,5.193,0,3.3902698
20211212_73316__958155__1491::fsp__sknsh__4,SKNSH,fsp,4.16,0,0.1278646
20211207_141610__992334__5098::sa__sknsh__4,SKNSH,sa,0.149,0,-1.2898428
20211212_85225__619474__228::fsp__k562__0,K562,fsp,6.355,0,4.1258745
20211214_94001__624120__2137::sa_rep__k562__0,K562,sa_rep,1.298,0,1.4562644
20211207_73549__261982__5864::sa__hepg2__4,HepG2,sa,2.17,0,1.1804787
20211207_112927__175796__1469::sa__hepg2__0,HepG2,sa,3.178,0,0.37032384
20211207_185623__627393__5975::sa__sknsh__4,SKNSH,sa,0.984,0,-0.333251
20211212_73316__958155__562::fsp__sknsh__1,SKNSH,fsp,2.756,0,0.0019913912
20211207_112927__175796__6622::sa__hepg2__5,HepG2,sa,2.69,0,0.5864469
20211214_100033__420816__3074::sa_rep__hepg2__0,HepG2,sa_rep,3.816,0,1.4258051
20211214_94001__624120__670::sa_rep__k562__0,K562,sa_rep,1.082,0,2.1467829
20211208_20816__55133248__38::al__hepg2__1,HepG2,al,1.069,0,1.0375457
20211212_92818__893131__811::fsp__k562__2,K562,fsp,2.34,0,-0.22842652
20211207_112927__175796__1347::sa__hepg2__0,HepG2,sa,1.294,0,1.7730434
20211207_85512__472183__904::sa__hepg2__0,HepG2,sa,0.803,0,2.273267
20211210_221646__981484__74::hmc__k562__0,K562,hmc,3.623,0,0.9615532
20211212_10357__323391__1812::fsp__k562__0,K562,fsp,5.169,0,3.633426
20211207_234119__367484__2470::sa__k562__1,K562,sa,1.412,0,0.5007954
20211210_220932__827123__52::hmc__k562__0,K562,hmc,2.429,0,0.6800754
20211207_233624__81641919__43::al__k562__0,K562,al,6.05,0,4.4321756
20211207_195336__853804__2562::sa__k562__1,K562,sa,2.328,0,0.8140505
20211207_100944__255626__3687::sa__hepg2__2,HepG2,sa,2.53,0,1.3418995
20211206_24503__33072627__472::al__hepg2__0,HepG2,al,3.549,0,1.9449174
20211212_82245__817810__619::fsp__sknsh__1,SKNSH,fsp,1.371,0,-0.21208405
20211207_63610__124703__3089::sa__hepg2__2,HepG2,sa,1.396,0,1.0898287
20211214_100033__420816__3362::sa_rep__hepg2__0,HepG2,sa_rep,0.57,0,1.0308597
20211212_45907__313665__1634::fsp__hepg2__5,HepG2,fsp,1.994,0,1.3137357
20211207_185623__627393__6036::sa__sknsh__5,SKNSH,sa,0.52,0,0.07255399
20211212_10357__323391__1446::fsp__k562__0,K562,fsp,7.131,0,4.515954
20211212_122659__199840__326::fsp__sknsh__0,SKNSH,fsp,3.921,0,-0.35374463
20211212_10357__323391__142::fsp__k562__0,K562,fsp,5.02,0,4.27517
20211212_10357__323391__1562::fsp__k562__0,K562,fsp,6.128,0,4.2764983
20211212_82245__817810__1085::fsp__sknsh__3,SKNSH,fsp,1.768,0,-0.65495735
20211214_111905__704605__141::sa_rep__sknsh__0,SKNSH,sa_rep,0.243,0,-0.1941669
20211207_100944__255626__2264::sa__hepg2__1,HepG2,sa,1.734,0,0.68818545
20211214_111905__704605__2334::sa_rep__sknsh__0,SKNSH,sa_rep,2.125,0,-0.41455144
20211212_52639__969454__1473::fsp__hepg2__4,HepG2,fsp,4.407,0,1.3199703
20211212_12620__229779__437::fsp__hepg2__0,HepG2,fsp,1.6,0,1.7073236
20211206_221956__59439361__3651::al__k562__0,K562,al,6.507,0,2.436851
20211207_141610__992334__1399::sa__sknsh__0,SKNSH,sa,2.747,0,0.36022866
20211212_82245__817810__1551::fsp__sknsh__5,SKNSH,fsp,3.981,0,-0.049565762
20211206_24503__33072627__2362::al__hepg2__0,HepG2,al,3.721,0,1.851001
20211207_212124__46481152__185::al__sknsh__0,SKNSH,al,2.092,0,0.22316784
20211206_24503__33072627__2769::al__hepg2__0,HepG2,al,1.852,0,1.157913
20211210_222248__170431__417::hmc__hepg2__0,HepG2,hmc,3.067,0,0.92975307
20211210_223938__220016__435::hmc__sknsh__0,SKNSH,hmc,2.354,0,0.4828589
20211214_100033__420816__1357::sa_rep__hepg2__0,HepG2,sa_rep,1.359,0,1.4881412
20211212_75659__621411__1531::fsp__sknsh__5,SKNSH,fsp,0.882,0,-0.36234963
20211214_111905__704605__3156::sa_rep__sknsh__0,SKNSH,sa_rep,0.317,0,-0.91499937
20211212_10357__323391__770::fsp__k562__0,K562,fsp,5.764,0,4.0527043
20211212_73316__958155__1207::fsp__sknsh__3,SKNSH,fsp,4.356,0,0.5170119
20211212_45907__313665__382::fsp__hepg2__0,HepG2,fsp,0.927,0,0.9635824
20211206_24503__33072627__1863::al__hepg2__0,HepG2,al,2.841,0,2.0125403
20211212_55149__346635__223::fsp__hepg2__0,HepG2,fsp,3.743,0,1.6862501
20211212_61436__944763__1517::fsp__hepg2__5,HepG2,fsp,2.867,0,1.7348709
20211212_22207__477844__1226::fsp__k562__3,K562,fsp,3.191,0,0.31586817
20211207_175000__383007__6474::sa__sknsh__5,SKNSH,sa,0.993,0,0.14302114
20211207_85512__472183__4948::sa__hepg2__3,HepG2,sa,2.43,0,0.9222535
20211210_223449__975596__400::hmc__sknsh__0,SKNSH,hmc,0.808,0,-0.15809128
20211214_100033__420816__1254::sa_rep__hepg2__0,HepG2,sa_rep,-0.836,1,1.0339952
20211207_185623__627393__594::sa__sknsh__0,SKNSH,sa,3.781,0,1.0179703
20211208_22639__44591335__71::al__hepg2__2,HepG2,al,2.361,0,1.2763792
20211212_61436__944763__596::fsp__hepg2__1,HepG2,fsp,2.77,0,1.515805
20211214_111905__704605__1::sa_rep__sknsh__0,SKNSH,sa_rep,1.655,0,-0.2339931
20211210_223223__132172__323::hmc__sknsh__0,SKNSH,hmc,0.856,0,0.07028341
20211212_52639__969454__702::fsp__hepg2__1,HepG2,fsp,2.681,0,1.2036605
20211207_205407__862697__935::sa__k562__0,K562,sa,5.371,0,3.350068
20211213_141525__841365__293::hmc__hepg2__0,HepG2,hmc,-1.108,1,0.041985333
20211208_24513__37698702__60::al__hepg2__3,HepG2,al,0.735,0,1.1875243
20211214_94001__624120__2244::sa_rep__k562__0,K562,sa_rep,1.155,0,1.7392861
20211206_221956__59439361__232::al__k562__0,K562,al,3.56,0,3.02988
20211212_52639__969454__838::fsp__hepg2__2,HepG2,fsp,2.909,0,1.8139259
20211212_14909__942569__283::fsp__sknsh__0,SKNSH,fsp,3.536,0,-0.2178055
20211207_112927__175796__1784::sa__hepg2__0,HepG2,sa,4.044,0,1.401285
20211207_163007__848589__6108::sa__sknsh__5,SKNSH,sa,-0.731,1,-0.019034684
20211207_212124__46481152__11::al__sknsh__0,SKNSH,al,1.067,0,0.2876297
20211212_45907__313665__308::fsp__hepg2__0,HepG2,fsp,4.298,0,1.873811
20211212_52639__969454__1229::fsp__hepg2__3,HepG2,fsp,1.365,0,2.305172
20211207_185623__627393__5852::sa__sknsh__4,SKNSH,sa,-1.252,1,-0.61979425
20211207_234119__367484__1457::sa__k562__0,K562,sa,6.622,0,3.4194283
20211214_100033__420816__456::sa_rep__hepg2__0,HepG2,sa_rep,-0.053,1,1.2991141
20211207_224529__679056__2571::sa__k562__1,K562,sa,1.451,0,-0.06553152
20211212_22207__477844__1015::fsp__k562__3,K562,fsp,4.446,0,0.87466687
20211212_22207__477844__570::fsp__k562__1,K562,fsp,2.152,0,0.93125796
20211214_111905__704605__1797::sa_rep__sknsh__0,SKNSH,sa_rep,-0.998,1,-0.3158983
20211206_24503__33072627__789::al__hepg2__0,HepG2,al,1.417,0,0.23037645
20211207_214935__668330__1492::sa__k562__0,K562,sa,4.549,0,1.8909806
20211214_100033__420816__715::sa_rep__hepg2__0,HepG2,sa_rep,-0.222,1,0.62324816
20211206_24503__33072627__2110::al__hepg2__0,HepG2,al,2.988,0,1.5700524
20211208_43442__96006237__16::al__sknsh__1,SKNSH,al,2.185,0,0.03648454
20211212_52639__969454__1560::fsp__hepg2__5,HepG2,fsp,2.262,0,2.2095594
20211212_73316__958155__691::fsp__sknsh__1,SKNSH,fsp,2.78,0,-0.05217944
20211210_223223__132172__457::hmc__sknsh__0,SKNSH,hmc,2.497,0,0.2746868
20211206_25737__87493515__12::al__hepg2__5,HepG2,al,4.57,0,1.5904672
20211206_30011__62156073__41::al__k562__2,K562,al,1.344,0,1.7417375
20211212_73316__958155__890::fsp__sknsh__2,SKNSH,fsp,3.491,0,-0.086415134
20211208_24513__37698702__28::al__hepg2__3,HepG2,al,1.227,0,1.1680802
20211212_10357__323391__916::fsp__k562__0,K562,fsp,6.375,0,4.3038216
20211207_73549__261982__4958::sa__hepg2__3,HepG2,sa,1.016,0,0.74651396
20211207_212124__46481152__271::al__sknsh__0,SKNSH,al,3.761,0,-0.71548223
20211207_195336__853804__197::sa__k562__0,K562,sa,6.4,0,2.9218514
20211210_220554__102599__25::hmc__k562__0,K562,hmc,3.463,0,1.1604912
20211212_52639__969454__181::fsp__hepg2__0,HepG2,fsp,2.458,0,1.5775157
20211212_45907__313665__786::fsp__hepg2__2,HepG2,fsp,3.195,0,1.6243588
20211214_94001__624120__3567::sa_rep__k562__0,K562,sa_rep,0.878,0,1.1260471
20211212_22207__477844__562::fsp__k562__1,K562,fsp,4.063,0,0.90778416
20211207_212124__46481152__3530::al__sknsh__0,SKNSH,al,2.801,0,-0.78290284
20211212_10357__323391__1156::fsp__k562__0,K562,fsp,5.556,0,3.477177
20211207_212124__46481152__1336::al__sknsh__0,SKNSH,al,2.602,0,0.08772981
20211212_45907__313665__1720::fsp__hepg2__5,HepG2,fsp,4.377,0,1.1399943
20211207_175000__383007__2471::sa__sknsh__1,SKNSH,sa,1.928,0,-0.16244757
20211208_10519__82733188__46::al__k562__5,K562,al,3.565,0,1.5338249
20211213_142502__650549__89::hmc__sknsh__0,SKNSH,hmc,-2.047,1,0.016412437
20211212_92818__893131__202::fsp__k562__0,K562,fsp,5.911,0,3.4381235
20211208_30316__14438156__66::al__hepg2__4,HepG2,al,4.741,0,2.0027356
20211206_24503__33072627__1027::al__hepg2__0,HepG2,al,1.038,0,1.3331356
20211210_221646__981484__478::hmc__k562__0,K562,hmc,3.028,0,1.1714711
20211214_94001__624120__2693::sa_rep__k562__0,K562,sa_rep,0.194,0,0.3746564
20211206_24503__33072627__3278::al__hepg2__0,HepG2,al,2.417,0,2.7092934
20211207_73549__261982__3596::sa__hepg2__2,HepG2,sa,1.646,0,1.2528985
20211207_212124__46481152__3849::al__sknsh__0,SKNSH,al,2.359,0,-0.06357956
20211212_10357__323391__1260::fsp__k562__0,K562,fsp,6.054,0,3.695069
20211206_221956__59439361__3075::al__k562__0,K562,al,4.889,0,2.8408365
20211206_24503__33072627__3446::al__hepg2__0,HepG2,al,2.7,0,1.3393061
20211213_142237__606687__217::hmc__sknsh__0,SKNSH,hmc,-1.703,1,-0.7204262
20211207_195336__853804__5138::sa__k562__4,K562,sa,2.033,0,-0.03071618
20211207_212124__46481152__485::al__sknsh__0,SKNSH,al,4.094,0,0.36522663
20211212_85225__619474__1268::fsp__k562__4,K562,fsp,5.139,0,0.24167949
20211214_111905__704605__1717::sa_rep__sknsh__0,SKNSH,sa_rep,0.881,0,-0.5213657
20211212_75659__621411__1686::fsp__sknsh__5,SKNSH,fsp,0.253,0,-0.27414638
20211210_223601__361569__73::hmc__sknsh__0,SKNSH,hmc,1.082,0,-0.12272644
20211214_94001__624120__1294::sa_rep__k562__0,K562,sa_rep,1.762,0,1.3465142
20211207_212124__46481152__3863::al__sknsh__0,SKNSH,al,1.233,0,0.045393765
20211214_94001__624120__3708::sa_rep__k562__0,K562,sa_rep,1.332,0,0.7988558
20211212_10357__323391__894::fsp__k562__0,K562,fsp,7.161,0,2.8272014
20211207_112927__175796__4110::sa__hepg2__3,HepG2,sa,1.552,0,0.8289598
20211210_220819__498877__175::hmc__k562__0,K562,hmc,1.866,0,1.879823
20211206_221956__59439361__1325::al__k562__0,K562,al,5.4,0,4.8569183
20211210_223938__220016__66::hmc__sknsh__0,SKNSH,hmc,1.635,0,0.2988959
20211212_55149__346635__211::fsp__hepg2__0,HepG2,fsp,2.196,0,1.1961539
20211212_75659__621411__1449::fsp__sknsh__4,SKNSH,fsp,0.968,0,0.70153135
20211212_92818__893131__1184::fsp__k562__3,K562,fsp,1.645,0,0.5718023
20211210_223713__377193__38::hmc__sknsh__0,SKNSH,hmc,2.287,0,0.16739629
20211206_25555__20655304__23::al__hepg2__2,HepG2,al,2.988,0,1.7509024
20211206_24503__33072627__1014::al__hepg2__0,HepG2,al,3.385,0,1.489893
20211210_194206__199488__1292::sa_uc__k562__0,K562,sa_uc,7.965,0,6.37207
20211207_185623__627393__6732::sa__sknsh__5,SKNSH,sa,1.099,0,-0.2642653
20211207_163007__848589__1959::sa__sknsh__0,SKNSH,sa,1.812,0,0.24573939
20211214_111905__704605__2577::sa_rep__sknsh__0,SKNSH,sa_rep,-0.295,1,-0.04938006
20211206_30121__14176776__55::al__k562__4,K562,al,3.404,0,0.48747528
20211212_22207__477844__406::fsp__k562__0,K562,fsp,6.79,0,3.189884
20211212_12620__229779__1041::fsp__hepg2__0,HepG2,fsp,2.91,0,2.1771324
20211212_10357__323391__60::fsp__k562__0,K562,fsp,6.686,0,5.398782
20211206_221956__59439361__3274::al__k562__0,K562,al,3.286,0,4.2489567
20211207_100944__255626__6324::sa__hepg2__5,HepG2,sa,1.971,0,0.7324055
20211210_224050__335618__351::hmc__sknsh__0,SKNSH,hmc,1.262,0,0.052669022
20211212_122659__199840__641::fsp__sknsh__1,SKNSH,fsp,2.777,0,0.16409719
20211212_75659__621411__387::fsp__sknsh__0,SKNSH,fsp,4.51,0,0.113631725
20211214_111905__704605__1078::sa_rep__sknsh__0,SKNSH,sa_rep,-0.566,1,-0.38617855
20211207_224529__679056__1824::sa__k562__0,K562,sa,2.641,0,2.6735177
20211206_24503__33072627__3066::al__hepg2__0,HepG2,al,1.545,0,1.7141414
20211210_221910__955552__36::hmc__hepg2__0,HepG2,hmc,0.121,0,0.6301646
20211206_24503__33072627__3237::al__hepg2__0,HepG2,al,2.461,0,1.8835847
20211212_85225__619474__1407::fsp__k562__4,K562,fsp,2.137,0,0.08422235
20211207_212124__46481152__2952::al__sknsh__0,SKNSH,al,4.952,0,-0.69035363
20211212_73316__958155__940::fsp__sknsh__2,SKNSH,fsp,1.955,0,0.033332214
20211207_85512__472183__4785::sa__hepg2__3,HepG2,sa,2.067,0,0.99029946
20211207_212124__46481152__3630::al__sknsh__0,SKNSH,al,3.31,0,-0.0051532984
20211207_163007__848589__5087::sa__sknsh__4,SKNSH,sa,0.908,0,-0.29583806
20211212_12620__229779__286::fsp__hepg2__0,HepG2,fsp,1.134,0,1.7363073
20211207_195336__853804__405::sa__k562__0,K562,sa,5.763,0,1.0169597
20211213_142502__650549__252::hmc__sknsh__0,SKNSH,hmc,-7.309,1,-0.74365234
