id,label,act_gap,acc_binary_gap,acc_logsignal_gap
20211212_12620__229779__1390::fsp__hepg2__0,0,2.846720,0.972388,1.784546
20211212_75659__621411__1347::fsp__sknsh__4,0,1.101736,-0.016603,-0.058860
20211207_63610__124703__2673::sa__hepg2__1,0,0.855179,0.429024,0.473206
20211212_82245__817810__346::fsp__sknsh__0,0,-0.110944,-0.013972,-0.146341
20211207_163007__848589__2841::sa__sknsh__1,0,0.193859,-0.012870,-0.100089
20211207_212124__46481152__1445::al__sknsh__0,0,0.057927,-0.010182,-0.049155
20211214_94001__624120__954::sa_rep__k562__0,0,0.799761,0.204169,0.273490
20211214_94001__624120__3308::sa_rep__k562__0,0,1.235549,0.414651,0.447858
20211207_205407__862697__3182::sa__k562__2,0,0.786721,0.494186,0.580802
20211212_24754__730114__1186::fsp__k562__3,0,0.351364,0.359915,0.435111
20211206_221956__59439361__2470::al__k562__0,0,4.593863,0.950315,1.693975
20211207_212124__46481152__2776::al__sknsh__0,0,1.061146,0.014090,0.260254
20211212_61436__944763__1570::fsp__hepg2__5,0,0.489548,-0.032835,-0.091939
20211214_94001__624120__2648::sa_rep__k562__0,0,2.263709,0.712370,0.911790
20211207_112927__175796__4859::sa__hepg2__3,0,0.959184,0.648623,0.570778
20211214_94001__624120__1500::sa_rep__k562__0,0,1.726809,0.326817,0.423489
20211212_61436__944763__961::fsp__hepg2__2,0,2.501471,0.980265,2.273429
20211207_224529__679056__5960::sa__k562__4,0,1.296131,0.484097,0.582035
20211214_94001__624120__2994::sa_rep__k562__0,0,2.057262,0.608462,0.590173
20211207_63610__124703__1602::sa__hepg2__0,0,2.061783,0.899660,1.436021
20211210_223713__377193__183::hmc__sknsh__0,0,0.147445,-0.098408,-0.116577
20211207_63610__124703__1057::sa__hepg2__0,0,0.744731,0.539853,0.636804
20211206_24503__33072627__1443::al__hepg2__0,0,1.682739,0.803788,1.354250
20211207_152258__777391__1673::sa__sknsh__0,0,0.226197,-0.003779,0.011998
20211210_221157__957271__303::hmc__k562__0,0,1.921560,0.835075,1.031154
20211206_221956__59439361__878::al__k562__0,0,3.307676,0.861197,1.335727
20211207_205407__862697__599::sa__k562__0,0,2.665968,0.446093,0.500746
20211206_221956__59439361__2298::al__k562__0,0,4.201271,0.802211,1.159921
20211207_224529__679056__805::sa__k562__0,0,3.228572,0.966471,1.576301
20211212_22207__477844__1067::fsp__k562__3,0,0.856274,0.251251,0.356640
20211212_61436__944763__1066::fsp__hepg2__3,0,1.674471,0.816453,0.953082
20211214_100033__420816__2242::sa_rep__hepg2__0,1,1.419077,0.401153,0.853522
20211207_141610__992334__6146::sa__sknsh__5,0,-0.243259,-0.109968,-0.414338
20211213_142013__546823__223::hmc__hepg2__0,1,-0.278206,-0.310833,-0.470314
20211210_220707__684703__209::hmc__k562__0,0,0.752160,0.578255,0.556006
20211206_24503__33072627__3338::al__hepg2__0,0,2.434500,0.960898,1.894168
20211207_214935__668330__3328::sa__k562__2,0,0.576678,0.205643,0.174612
20211210_220554__102599__241::hmc__k562__0,0,1.041084,0.186931,0.410475
20211207_212124__46481152__2302::al__sknsh__0,0,-0.096614,-0.115960,-0.333591
20211212_12620__229779__1115::fsp__hepg2__0,0,1.771593,0.965449,1.547633
20211210_223713__377193__473::hmc__sknsh__0,0,0.228457,-0.002089,0.029191
20211213_142349__372431__7::hmc__sknsh__0,1,-1.384231,-0.477861,-0.666570
20211207_195336__853804__436::sa__k562__0,0,2.774096,0.909821,1.248358
20211207_73549__261982__5701::sa__hepg2__4,0,1.830599,0.887646,1.297044
20211212_45907__313665__772::fsp__hepg2__2,0,1.900076,0.983166,1.924226
20211212_22207__477844__1117::fsp__k562__3,0,0.418384,0.189268,0.252481
20211207_152258__777391__567::sa__sknsh__0,0,0.123677,-0.006152,-0.090312
20211207_112927__175796__965::sa__hepg2__0,0,1.478905,0.669544,0.962483
20211207_195336__853804__560::sa__k562__0,0,3.591760,0.897597,1.461162
20211207_175000__383007__929::sa__sknsh__0,0,0.141563,-0.004199,-0.096487
20211207_63610__124703__2493::sa__hepg2__1,0,1.257921,0.669677,0.769201
20211206_221956__59439361__629::al__k562__0,0,2.053606,0.661426,0.978967
20211207_195336__853804__4933::sa__k562__3,0,0.090780,0.123922,0.291161
20211210_223601__361569__116::hmc__sknsh__0,0,0.220855,0.003494,0.124599
20211212_122659__199840__892::fsp__sknsh__2,1,0.225663,-0.120619,-0.177951
20211207_212124__46481152__3596::al__sknsh__0,0,0.706954,0.009322,0.263915
20211207_141610__992334__2797::sa__sknsh__1,0,-0.177878,-0.067663,-0.399527
20211206_24916__65404111__64::al__sknsh__0,0,-0.087277,-0.003644,-0.156519
20211212_12620__229779__1414::fsp__hepg2__0,0,1.689601,0.900086,1.136705
20211207_85512__472183__5251::sa__hepg2__4,0,0.857003,0.279785,0.325118
20211212_55149__346635__15::fsp__hepg2__0,0,1.734495,0.947196,1.479917
20211214_94001__624120__2283::sa_rep__k562__0,0,1.004395,0.567443,0.677915
20211210_200256__612928__1640::fsp_uc__hepg2__0,0,3.053321,0.961098,1.896229
20211206_24503__33072627__3457::al__hepg2__0,0,0.729017,0.616605,0.758311
20211207_224529__679056__2500::sa__k562__1,0,0.176872,0.038031,0.128663
20211207_141610__992334__1244::sa__sknsh__0,0,0.816345,-0.014286,-0.111029
20211210_222135__426940__57::hmc__hepg2__0,0,0.072516,0.193702,0.125417
20211212_52639__969454__1250::fsp__hepg2__4,0,0.992331,0.921582,1.446602
20211206_221956__59439361__2381::al__k562__0,0,2.946310,0.857691,1.118118
20211206_221956__59439361__2129::al__k562__0,0,4.607546,0.970153,2.084699
20211207_224529__679056__3146::sa__k562__2,0,0.443088,0.085718,0.257190
20211214_100033__420816__3863::sa_rep__hepg2__0,0,1.252870,0.651949,1.082339
20211207_212124__46481152__1149::al__sknsh__0,0,0.224847,-0.002795,0.001065
20211214_100033__420816__313::sa_rep__hepg2__0,0,0.685275,0.289229,0.612677
20211212_52639__969454__1270::fsp__hepg2__4,0,0.198850,0.018289,0.015771
20211207_73549__261982__1250::sa__hepg2__0,0,0.781866,0.783797,0.926609
20211207_85512__472183__1475::sa__hepg2__0,0,1.676993,0.939610,1.451230
20211207_205407__862697__5884::sa__k562__4,0,0.373091,0.218065,0.078853
20211214_94001__624120__1858::sa_rep__k562__0,0,1.587945,0.658560,0.711399
20211206_221956__59439361__3605::al__k562__0,0,2.853807,0.778851,1.240281
20211214_94001__624120__2411::sa_rep__k562__0,0,2.624055,0.490237,0.615680
20211212_73316__958155__50::fsp__sknsh__0,0,-0.447604,-0.031342,-0.200778
20211207_224529__679056__1313::sa__k562__0,0,2.399609,0.665183,0.946542
20211207_212124__46481152__3650::al__sknsh__0,0,-0.403394,-0.003715,-0.015210
20211207_163007__848589__6559::sa__sknsh__5,0,0.043740,-0.052587,-0.148207
20211212_10357__323391__172::fsp__k562__0,0,4.235213,0.894392,1.284887
20211213_142237__606687__171::hmc__sknsh__0,1,-0.063933,-0.474553,-0.649517
20211207_195336__853804__2810::sa__k562__1,0,1.214424,0.719625,0.843021
20211210_222135__426940__14::hmc__hepg2__0,1,0.138539,0.276990,0.311895
20211214_111905__704605__209::sa_rep__sknsh__0,0,-0.165977,0.015160,0.077737
20211212_52639__969454__203::fsp__hepg2__0,0,4.013191,0.989480,2.771697
20211207_234119__367484__3682::sa__k562__2,0,1.201108,0.670447,0.787785
20211212_122659__199840__25::fsp__sknsh__0,0,-0.456203,-0.004097,-0.091353
20211210_221533__849423__54::hmc__k562__0,0,0.444782,0.232085,0.354011
20211207_175000__383007__6467::sa__sknsh__5,0,-0.279823,0.002667,0.046598
20211212_22207__477844__905::fsp__k562__2,0,1.117349,0.735977,0.840716
20211207_212124__46481152__3977::al__sknsh__0,0,-0.350805,0.022687,0.015835
20211206_221956__59439361__1493::al__k562__0,0,3.224575,0.954689,1.583913
20211206_24503__33072627__1580::al__hepg2__0,0,1.553803,0.848349,1.173263
20211214_111905__704605__2198::sa_rep__sknsh__0,0,-0.266214,0.012364,0.157208
20211214_94001__624120__2563::sa_rep__k562__0,0,1.331429,0.433104,0.594800
20211214_111905__704605__3118::sa_rep__sknsh__0,0,0.180336,-0.000821,-0.046319
20211207_214935__668330__3214::sa__k562__2,0,0.230094,0.161752,0.181048
20211210_221646__981484__145::hmc__k562__0,0,0.912858,0.621393,0.875529
20211212_75659__621411__901::fsp__sknsh__2,0,0.482081,-0.005337,-0.125099
20211212_52639__969454__215::fsp__hepg2__0,1,1.789156,0.929027,1.140578
20211207_85512__472183__917::sa__hepg2__0,0,1.747232,0.814754,1.151234
20211214_100033__420816__3121::sa_rep__hepg2__0,0,0.360528,0.123606,0.398087
20211212_52639__969454__1017::fsp__hepg2__3,0,0.945103,0.587542,0.734405
20211208_10519__82733188__4::al__k562__5,0,2.853876,0.918931,1.333755
20211210_223336__628085__374::hmc__sknsh__0,0,-0.391019,0.011926,-0.125374
20211212_10357__323391__1246::fsp__k562__0,0,2.775440,0.889735,1.322141
20211206_24503__33072627__764::al__hepg2__0,1,1.649066,0.820433,1.195968
20211207_163007__848589__1817::sa__sknsh__0,0,-0.444690,0.000977,-0.040949
20211212_82245__817810__182::fsp__sknsh__0,0,0.345682,-0.061466,-0.310456
20211212_92818__893131__36::fsp__k562__0,0,4.952498,0.985442,2.082771
20211214_111905__704605__3105::sa_rep__sknsh__0,1,0.618291,0.002922,0.019064
20211213_142502__650549__40::hmc__sknsh__0,1,-0.601007,-0.301029,-0.430303
20211206_221956__59439361__39::al__k562__0,0,3.763130,0.952061,1.548593
20211207_175000__383007__3711::sa__sknsh__2,0,0.075898,-0.055702,-0.192168
20211212_14909__942569__823::fsp__sknsh__0,0,-0.147922,-0.002298,-0.090109
20211212_14909__942569__1679::fsp__sknsh__0,0,-0.681454,-0.013799,-0.076420
20211212_52639__969454__799::fsp__hepg2__2,0,1.859889,0.979623,2.588508
20211208_50948__55024735__65::al__sknsh__3,0,0.053444,-0.006289,-0.077088
20211212_85225__619474__1361::fsp__k562__4,0,1.273038,0.742476,0.865977
20211212_24754__730114__602::fsp__k562__1,0,4.581336,0.980277,2.125536
20211214_100033__420816__92::sa_rep__hepg2__0,0,0.664841,0.199704,0.586206
20211207_112927__175796__350::sa__hepg2__0,0,2.433365,0.962538,1.821180
20211207_212124__46481152__1281::al__sknsh__0,0,-0.103287,-0.012398,-0.051763
20211212_12620__229779__862::fsp__hepg2__0,0,1.461790,0.881891,0.918850
20211207_212124__46481152__3159::al__sknsh__0,0,0.228431,-0.000322,-0.047597
20211207_212124__46481152__3458::al__sknsh__0,0,0.266553,-0.001295,0.002972
20211206_24503__33072627__465::al__hepg2__0,0,1.010200,0.762497,1.102010
20211210_223000__164483__383::hmc__sknsh__0,0,0.107688,-0.077586,-0.174453
20211214_94001__624120__399::sa_rep__k562__0,0,0.998207,0.332732,0.457411
20211210_205855__721407__542::fsp_uc__k562__0,0,6.113429,0.928046,2.802668
20211207_152258__777391__894::sa__sknsh__0,0,0.607833,-0.046955,-0.168670
20211210_222736__775920__21::hmc__hepg2__0,1,0.766193,0.339014,0.527812
20211212_92818__893131__1368::fsp__k562__4,0,0.086511,0.217904,0.345866
20211207_175000__383007__926::sa__sknsh__0,0,-0.341709,-0.007253,-0.139597
20211212_92818__893131__1074::fsp__k562__3,0,0.404226,0.221938,0.358289
20211207_195336__853804__78::sa__k562__0,0,2.404506,0.654327,0.670217
20211210_195146__778189__72::sa_uc__sknsh__0,0,0.819161,-0.451299,-0.649120
20211206_221956__59439361__3884::al__k562__0,0,2.557446,0.907823,1.349048
20211210_221646__981484__447::hmc__k562__0,0,0.868450,0.429474,0.556182
20211212_75659__621411__1459::fsp__sknsh__4,0,0.162872,-0.049352,-0.035611
20211207_100944__255626__5156::sa__hepg2__4,0,1.553845,0.805724,0.997520
20211212_22207__477844__370::fsp__k562__0,0,2.004501,0.669646,0.646336
20211212_61436__944763__785::fsp__hepg2__2,0,1.509448,0.978279,2.230240
20211206_221956__59439361__522::al__k562__0,0,3.061430,0.928883,1.359129
20211207_100944__255626__5479::sa__hepg2__4,0,0.366740,0.143589,0.039056
20211207_141610__992334__800::sa__sknsh__0,0,0.202127,-0.042306,-0.203960
20211207_212124__46481152__2827::al__sknsh__0,0,-0.067119,0.000044,-0.209559
20211210_220819__498877__197::hmc__k562__0,0,0.085819,0.148497,0.044140
20211212_24754__730114__1519::fsp__k562__5,0,0.727662,0.177818,0.299452
20211212_122659__199840__318::fsp__sknsh__0,0,0.467969,-0.020816,-0.060699
20211212_10357__323391__633::fsp__k562__0,0,3.643567,0.911452,1.290012
20211206_25708__20020621__16::al__hepg2__4,0,1.511908,0.954936,1.688912
20211212_14909__942569__744::fsp__sknsh__0,0,0.452272,0.003268,0.023201
20211207_234119__367484__831::sa__k562__0,0,2.435268,0.729350,0.972564
20211212_22207__477844__1418::fsp__k562__4,0,0.129325,0.081287,0.192180
20211207_235425__62927592__22::al__k562__1,0,1.946530,0.722927,0.831990
20211212_22207__477844__1692::fsp__k562__5,0,-0.242717,0.055528,0.025995
20211212_45907__313665__795::fsp__hepg2__2,0,0.982166,0.797295,1.009083
20211214_100033__420816__374::sa_rep__hepg2__0,1,1.304161,0.454895,0.948245
20211207_224529__679056__4835::sa__k562__3,0,1.639203,0.552422,0.819624
20211214_100033__420816__1656::sa_rep__hepg2__0,1,0.983234,0.354852,0.682458
20211207_141610__992334__1973::sa__sknsh__0,0,0.185865,-0.063138,-0.257872
20211207_205407__862697__1368::sa__k562__0,0,1.872630,0.751056,0.854774
20211207_212124__46481152__3003::al__sknsh__0,0,0.390224,0.045358,0.141553
20211210_221421__693103__7::hmc__k562__0,0,0.234272,0.292526,0.287024
20211212_12620__229779__1920::fsp__hepg2__0,0,2.823352,0.991457,2.453712
20211212_61436__944763__1481::fsp__hepg2__4,0,1.137921,0.525310,0.795107
20211208_1204__58877652__63::al__k562__2,0,0.743916,0.209013,0.402361
20211214_111905__704605__1227::sa_rep__sknsh__0,0,0.127153,0.003867,0.033688
20211207_175000__383007__39::sa__sknsh__0,0,0.201448,-0.067713,-0.082638
20211212_122659__199840__888::fsp__sknsh__2,0,0.084784,-0.013981,-0.049626
20211212_14909__942569__1236::fsp__sknsh__0,0,-0.150436,-0.010063,-0.084290
20211207_112927__175796__6566::sa__hepg2__5,0,0.467618,0.184640,0.306648
20211207_212124__46481152__2859::al__sknsh__0,0,0.102638,0.021402,0.099928
20211207_224529__679056__3642::sa__k562__2,0,1.953482,0.894347,1.208395
20211207_195336__853804__2203::sa__k562__1,0,0.621947,0.129178,0.147817
20211206_24503__33072627__1442::al__hepg2__0,0,1.662967,0.820796,1.316590
20211210_205149__971255__478::sa_uc__sknsh__0,0,-0.288116,-0.128729,-0.381239
20211210_222022__565195__154::hmc__hepg2__0,0,0.453359,0.083515,0.201857
20211212_52639__969454__99::fsp__hepg2__0,0,2.603580,0.980564,2.170798
20211210_221309__146215__52::hmc__k562__0,0,0.282408,0.226718,0.158497
20211212_75659__621411__51::fsp__sknsh__0,0,0.059724,-0.034024,-0.195313
20211210_221044__191551__381::hmc__k562__0,0,1.111882,0.591280,0.730880
20211207_175000__383007__1292::sa__sknsh__0,0,0.402694,-0.014748,-0.091451
20211207_185623__627393__1617::sa__sknsh__0,0,-0.207863,-0.023761,-0.207119
20211210_223825__729421__427::hmc__sknsh__0,0,0.318043,-0.116384,-0.140776
20211212_85225__619474__411::fsp__k562__0,0,3.903393,0.963964,1.925166
20211210_223112__860883__166::hmc__sknsh__0,0,0.047632,-0.093831,-0.137808
20211206_30049__12002023__89::al__k562__3,0,1.104963,0.517286,0.709482
20211212_12620__229779__1352::fsp__hepg2__0,0,1.639233,0.853990,1.291223
20211214_100033__420816__3384::sa_rep__hepg2__0,1,0.192194,0.090235,0.303950
20211214_94001__624120__2550::sa_rep__k562__0,0,2.193380,0.828251,1.099339
20211207_100944__255626__184::sa__hepg2__0,0,2.343525,0.953167,1.470419
20211206_221956__59439361__1521::al__k562__0,0,2.721496,0.883265,1.233868
20211208_22639__44591335__65::al__hepg2__2,0,1.081645,0.124206,0.365418
20211212_14909__942569__1748::fsp__sknsh__0,0,0.186951,-0.089120,-0.440599
20211212_22207__477844__251::fsp__k562__0,0,5.220502,0.865533,2.008446
20211214_100033__420816__337::sa_rep__hepg2__0,0,1.026716,0.557036,1.087521
20211212_122659__199840__1360::fsp__sknsh__4,0,-0.503196,0.013820,0.160424
20211214_111905__704605__3279::sa_rep__sknsh__0,0,-0.094415,0.002100,0.118060
20211212_73316__958155__636::fsp__sknsh__1,0,-0.268002,-0.018515,-0.048479
20211207_112927__175796__1030::sa__hepg2__0,0,1.566537,0.936086,1.430332
20211207_212124__46481152__3023::al__sknsh__0,0,0.128294,-0.031118,-0.223183
20211207_212124__46481152__384::al__sknsh__0,0,-0.053537,-0.004890,-0.061507
20211212_24754__730114__1189::fsp__k562__3,0,2.679044,0.944328,1.484855
20211207_205407__862697__4232::sa__k562__3,0,-0.166888,0.151778,0.233271
20211210_223000__164483__315::hmc__sknsh__0,0,0.094481,0.043210,0.182841
20211207_73549__261982__4656::sa__hepg2__3,0,0.991326,0.353483,0.565392
20211206_221956__59439361__1741::al__k562__0,0,4.762542,0.980043,2.123233
20211212_52639__969454__1630::fsp__hepg2__5,0,0.269691,0.336965,0.317238
20211207_212124__46481152__3792::al__sknsh__0,0,0.330669,0.004919,0.091421
20211210_222135__426940__248::hmc__hepg2__0,0,0.837622,0.224224,0.340505
20211207_63610__124703__3891::sa__hepg2__2,0,0.579952,0.188456,0.238950
20211214_94001__624120__1660::sa_rep__k562__0,0,1.129726,0.445283,0.517881
20211206_30011__62156073__73::al__k562__2,0,3.752741,0.974878,1.658867
20211207_100944__255626__981::sa__hepg2__0,0,2.507697,0.963245,1.773364
20211212_14909__942569__525::fsp__sknsh__0,0,0.131120,-0.003367,0.028132
20211207_214935__668330__5820::sa__k562__4,0,1.788970,0.606645,0.798873
20211212_52639__969454__1060::fsp__hepg2__3,0,1.830353,0.956464,1.409334
20211212_55149__346635__1021::fsp__hepg2__3,0,1.106869,0.473221,0.654081
20211207_212124__46481152__3115::al__sknsh__0,0,0.291595,-0.005449,-0.097892
20211212_55149__346635__292::fsp__hepg2__0,0,2.052748,0.904198,1.383978
20211207_224529__679056__2424::sa__k562__1,0,2.479729,0.922147,1.385128
20211212_45907__313665__912::fsp__hepg2__2,0,2.081495,0.983475,2.252037
20211212_61436__944763__736::fsp__hepg2__1,0,1.768798,0.935562,1.285315
20211212_55149__346635__1742::fsp__hepg2__5,0,0.773192,0.573883,0.620068
20211212_24754__730114__1652::fsp__k562__5,0,0.644037,0.384184,0.364593
20211207_175000__383007__1377::sa__sknsh__0,0,0.378500,-0.027756,-0.042228
20211206_221956__59439361__759::al__k562__0,0,1.619034,0.780057,0.945414
20211207_152258__777391__2997::sa__sknsh__1,0,0.115857,-0.066016,-0.259024
20211208_30316__14438156__91::al__hepg2__4,0,1.647858,0.915872,1.399612
20211212_85225__619474__805::fsp__k562__2,0,0.070432,0.057820,-0.235635
20211207_152258__777391__1738::sa__sknsh__0,0,0.140592,-0.007429,-0.006307
20211212_45907__313665__434::fsp__hepg2__0,0,2.589962,0.957229,1.528734
20211210_223938__220016__87::hmc__sknsh__0,0,0.311356,-0.005285,0.016319
20211214_100033__420816__3204::sa_rep__hepg2__0,0,0.905524,0.399830,0.873538
20211212_45907__313665__611::fsp__hepg2__1,0,1.519894,0.851456,0.953108
20211212_85225__619474__647::fsp__k562__1,0,2.004342,0.768665,1.024216
20211207_205407__862697__888::sa__k562__0,0,2.669465,0.906913,1.306259
20211207_214935__668330__3355::sa__k562__2,0,0.034764,0.122592,0.161167
20211214_111905__704605__808::sa_rep__sknsh__0,0,-0.037806,0.003557,0.092661
20211212_52639__969454__61::fsp__hepg2__0,0,1.827449,0.915818,1.240778
20211212_52639__969454__62::fsp__hepg2__0,0,1.848816,0.944365,1.455961
20211213_141749__270660__147::hmc__hepg2__0,1,-0.168485,-0.364836,-0.411105
20211207_234119__367484__2294::sa__k562__1,0,0.987355,0.606283,0.717231
20211207_85512__472183__3951::sa__hepg2__2,1,0.342900,0.167873,0.144366
20211214_100033__420816__2361::sa_rep__hepg2__0,1,0.979980,0.562217,1.027977
20211214_94001__624120__1977::sa_rep__k562__0,0,0.902610,0.145242,0.379575
20211214_100033__420816__3761::sa_rep__hepg2__0,0,1.011320,0.230452,0.739943
20211210_224050__335618__292::hmc__sknsh__0,1,0.198278,-0.047933,-0.107161
20211212_55149__346635__1710::fsp__hepg2__5,0,1.167502,0.591869,0.671003
20211212_73316__958155__1036::fsp__sknsh__3,0,0.737763,0.195161,0.212286
20211207_234119__367484__3756::sa__k562__2,0,0.408205,0.265898,0.426814
20211212_122659__199840__1685::fsp__sknsh__5,0,-0.244730,-0.018653,-0.150285
20211214_100033__420816__1310::sa_rep__hepg2__0,0,0.602106,0.560010,0.732671
20211214_111905__704605__164::sa_rep__sknsh__0,0,-0.023669,-0.051432,-0.174519
20211207_100944__255626__2494::sa__hepg2__1,0,1.379892,0.533316,0.724665
20211212_55149__346635__1220::fsp__hepg2__3,0,1.597336,0.888302,1.253633
20211207_224529__679056__1401::sa__k562__0,0,2.089911,0.833551,0.974388
20211212_10357__323391__993::fsp__k562__0,0,3.538497,0.833501,1.434087
