pred_gap,fail
0.017348766,0
0.017876446,0
0.018244833,1
0.018252015,0
0.018332481,0
0.018373292,0
0.018461078,0
0.018552572,0
0.018629253,0
0.018662035,0
0.018784195,0
0.018959165,0
0.019116908,0
0.019145548,0
0.01919195,0
0.01922834,0
0.019351631,0
0.01937604,0
0.019421369,0
0.019452572,0
0.019546807,0
0.01956281,0
0.019696414,0
0.01974535,0
0.0197701,0
0.019910932,0
0.019966483,0
0.019993424,0
0.020015337,0
0.020023525,0
0.020199299,0
0.02033665,1
0.020462915,0
0.020562828,0
0.020819902,0
0.021197557,0
0.021270156,0
0.021291316,0
0.021339785,0
0.021354854,0
0.021607399,0
0.021625817,0
0.021714896,0
0.021777749,0
0.021885663,0
0.02191919,0
0.022110522,0
0.022117704,0
0.022185683,0
0.022209466,0
0.022464037,1
0.022598468,0
0.022714421,0
0.022863597,1
0.022989482,0
0.02298975,0
0.023034185,0
0.023047626,0
0.023056746,0
0.023075819,0
0.023118973,0
0.023137867,0
0.02317214,0
0.023272276,0
0.02330646,0
0.023366153,0
0.023630977,0
0.023849934,0
0.024003565,1
0.024020672,0
0.024163365,0
0.0241822,0
0.024456501,0
0.024572372,0
0.024829865,0
0.024980128,0
0.024996966,0
0.025031637,0
0.025385454,0
0.02538842,0
0.025411874,0
0.025416296,1
0.02554679,0
0.025598422,0
0.025669932,0
0.025825381,0
0.025887728,0
0.025938958,0
0.0261029,0
0.026168525,0
0.026195347,1
0.026218176,0
0.026426971,0
0.026686013,0
0.026812337,0
0.026921257,0
0.027080044,0
0.02766049,1
0.027666807,0
0.02781406,0
0.027967691,0
0.027988046,0
0.027996987,0
0.02804041,1
0.028098106,0
0.02818337,0
0.028414369,1
0.028474748,0
0.028517008,0
0.028534269,0
0.02872546,0
0.028732061,0
0.028764307,0
0.028765798,0
0.028890729,0
0.028943807,0
0.029008642,0
0.029054293,0
0.029100299,0
0.029228538,0
0.029325811,1
0.029356718,0
0.029394567,1
0.029411525,0
0.029510438,0
0.029527366,0
0.029558718,0
0.029686794,0
0.029717684,0
0.02982068,0
0.029927213,0
0.029945493,0
0.03002742,0
0.030247748,0
0.030333996,1
0.030556679,0
0.030607581,0
0.030736804,1
0.030754,0
0.030978203,0
0.031089464,0
0.031140178,0
0.031152934,0
0.031230181,0
0.031379677,0
0.031398892,0
0.03143263,0
0.03152144,0
0.031642556,0
0.031713575,0
0.031863302,0
0.031953335,0
0.032181688,1
0.032206595,0
0.03235936,0
0.03236586,0
0.032368034,0
0.03247437,0
0.032497764,1
0.0325194,0
0.032609582,0
0.03263527,0
0.032757968,0
0.032788217,0
0.032792747,0
0.032822847,0
0.033014774,0
0.033350945,0
0.033401858,0
0.033623576,0
0.033869475,0
0.03391455,0
0.034263484,0
0.034564734,0
0.034567237,0
0.03468652,0
0.03478414,0
0.034895606,0
0.03498524,0
0.035277754,0
0.035421103,1
0.03565371,0
0.035931528,0
0.03593497,0
0.036121696,0
0.03619865,1
0.03648454,0
0.036505282,0
0.036527038,0
0.036678106,0
0.03669995,0
0.036771,0
0.036792964,0
0.03683144,0
0.03710398,0
0.03721541,1
0.037375808,0
0.037394017,0
0.037405968,0
0.03743723,0
0.037617743,0
0.03767693,0
0.037864268,0
0.03793037,0
0.038031336,1
0.038049012,0
0.038214356,0
0.038236827,1
0.038326293,0
0.038392425,0
0.0389522,0
0.03902471,0
0.039156996,0
0.039421976,0
0.039508462,0
0.039601475,0
0.039623827,0
0.039840996,0
0.040013522,1
0.040069014,0
0.040178716,0
0.040252984,0
0.04033631,0
0.04065478,0
0.040664792,0
0.040714324,0
0.041030884,0
0.041062117,1
0.04106918,0
0.041081123,0
0.041134477,0
0.041385278,0
0.04139754,0
0.041404307,0
0.041533947,0
0.041675806,0
0.0418095,0
0.04191956,0
0.04200962,0
0.042013288,0
0.0420931,0
0.042133927,0
0.042190492,0
0.04222846,0
0.042301357,0
0.042323157,0
0.0427021,0
0.043143153,0
0.043215275,0
0.043365717,0
0.043406963,0
0.043536156,0
0.04355368,0
0.04363985,0
0.04396546,0
0.043999612,0
0.04406497,0
0.04414308,0
0.04418862,0
0.044350944,0
0.044476837,1
0.044484794,0
0.04455325,0
0.044578314,0
0.04466772,0
0.04472941,1
0.04485421,0
0.04533063,0
0.045349717,0
0.04544589,0
0.045510173,0
0.04555458,1
0.04567452,0
0.045726515,0
0.04573828,0
0.04577305,0
0.045821756,0
0.046103477,0
0.046114743,0
0.04611981,0
0.046192467,0
0.046222687,0
0.046304386,0
0.04639399,0
0.046417236,0
0.04644888,0
0.046476766,0
0.04651922,0
0.046590157,0
0.046642423,0
0.04674074,0
0.046793222,0
0.047045827,0
0.047056183,0
0.047179878,0
0.047306165,0
0.047317386,0
0.04746902,0
0.04769864,0
0.047706515,0
0.047868073,1
0.048080385,0
0.04818356,0
0.048286557,0
0.048307076,0
0.04857683,0
0.048756287,1
0.048757076,0
0.04902363,0
0.04910934,0
0.049208403,0
0.049312025,0
0.049550354,0
0.049604118,0
0.049798667,0
0.049847722,0
0.049886316,0
0.049890876,0
0.049906492,0
0.049970686,0
0.04997641,0
0.05005471,0
0.05007951,0
0.050136924,0
0.05030404,0
0.05058232,1
0.050651833,0
0.050847173,0
0.05087921,0
0.050928622,0
0.051072747,1
0.051118374,0
0.051139474,0
0.051174946,0
0.051275313,0
0.05134964,0
0.051442564,0
0.051495284,0
0.051700473,1
0.05174181,0
0.051768918,0
0.05179262,0
0.052036583,0
0.05232486,0
0.05246681,1
0.05250323,0
0.052541554,0
0.05266507,0
0.052790508,0
0.052938014,0
0.052968264,0
0.05302508,1
0.05303693,0
0.05306074,0
0.053211987,0
0.053281784,0
0.053467125,1
0.05347866,0
0.053664207,0
0.053698443,0
0.05389017,0
0.05395794,0
0.054230213,0
0.05435309,0
0.0543741,0
0.05439341,0
0.05447924,0
0.05455319,0
0.054587178,0
0.054589093,0
0.054938078,0
0.054973602,0
0.05509317,0
0.055324838,0
0.055405557,0
0.05561313,0
0.05572772,0
0.055863053,0
0.05586672,0
0.056013465,0
0.056047916,0
0.056230858,0
0.05634314,0
0.056455612,0
0.056495786,1
0.05652356,0
0.056822777,0
0.056889564,0
0.057049073,0
0.05711615,1
0.05711937,0
0.057130843,0
0.057149053,0
0.05742909,0
0.057538956,0
0.057593368,0
0.057608224,0
0.05762428,0
0.057629466,0
0.057700694,0
0.058104947,0
0.058136135,1
0.05815786,0
0.05847408,0
0.05860269,0
0.058604956,0
0.0586693,0
0.058694363,0
0.05891241,0
0.05906138,1
0.059479102,0
0.059709072,0
0.059845686,0
0.05991572,0
0.06002578,0
0.060116917,0
0.06013611,0
0.060357958,0
0.060373306,0
0.060573295,0
0.060700893,0
0.060877815,0
0.06091535,0
0.061086893,0
0.061277166,0
0.061438188,0
0.06150335,0
0.061586197,0
0.0618037,0
0.061906338,0
0.06196837,0
0.06236115,0
0.06243266,0
0.06261748,1
0.06271763,1
0.062775135,0
0.0627862,0
0.062951684,1
0.063056946,1
0.06310463,0
0.06314063,0
0.06315771,0
0.063189864,0
0.06327939,0
0.06364632,0
0.06383145,0
0.06385838,0
0.064309865,0
0.064730346,0
0.064939275,0
0.064980514,0
0.065142065,0
0.06525963,0
0.06539416,0
0.065437175,0
0.06544032,0
0.065442085,0
0.06566304,0
0.06568599,0
0.0657773,0
0.0658505,0
0.06603891,0
0.066340856,0
0.06634164,0
0.06649536,0
0.06653598,0
0.066560075,0
0.066571295,0
0.066636324,0
0.06670179,0
0.06672335,0
0.06678665,0
0.06716025,0
0.067251086,0
0.06745723,0
0.06779653,1
0.06802432,0
0.068058595,0
0.0681396,0
0.06831756,0
0.068339445,0
0.06836271,0
0.068372965,0
0.06837843,0
0.06868318,0
0.068934366,0
0.069024414,0
0.06916651,0
0.06917035,0
0.069206744,0
0.06922343,0
0.069336,0
0.06941524,1
0.069865316,0
0.06987488,0
0.06987561,0
0.0699749,0
0.07002893,0
0.07015687,1
0.07031873,0
0.07041645,0
0.07058449,0
0.07066858,0
0.07070942,0
0.0708027,0
0.07103014,0
0.071106255,0
0.07121629,0
0.071285225,0
0.071591675,0
0.07161349,0
0.07170135,0
0.07181054,0
0.07184586,0
0.07185128,0
0.072047845,0
0.07215771,0
0.072416544,0
0.07265371,0
0.07268537,0
0.07283249,0
0.072880775,0
0.07298955,0
0.07317984,1
0.07319462,0
0.073265344,1
0.07329264,0
0.0733013,0
0.073376775,0
0.07344043,0
0.07362878,0
0.07365814,0
0.07366267,0
0.073988974,0
0.07404289,0
0.07416482,0
0.074174106,0
0.07435769,0
0.07445234,0
0.07448733,0
0.07452825,0
0.0746634,0
0.07473707,0
0.07479225,0
0.0748288,0
0.07483235,0
0.07492828,0
0.07499239,0
0.07508257,0
0.07509154,0
0.07511112,0
0.07511729,0
0.07529616,0
0.07550812,1
0.07566519,0
0.07577133,0
0.075784326,0
0.07588726,0
0.0758979,0
0.07609451,0
0.07614839,0
0.07625422,0
0.07632685,0
0.07634513,0
0.07659876,0
0.076937854,0
0.07713544,0
0.077144206,1
0.07728362,0
0.07749128,0
0.0779873,0
0.078044794,0
0.07809758,0
0.07824272,0
0.078258485,0
0.07851374,0
0.07860899,1
0.078739166,0
0.078903496,0
0.07898253,0
0.079027176,0
0.07912773,0
0.07916853,0
0.07924147,0
0.079419374,0
0.079428904,0
0.07945621,0
0.079514116,0
0.079607725,0
0.08007694,0
0.080147505,0
0.08041102,0
0.080418885,0
0.080546446,0
0.08056401,0
0.08071386,0
0.08088875,0
0.081037164,0
0.081054226,0
0.08109152,0
0.081100255,0
0.08127433,0
0.08130795,0
0.08131531,0
0.08150175,0
0.081764586,0
0.081795625,0
0.08193445,0
0.08209944,0
0.08211273,0
0.08223352,1
0.08224207,0
0.08267199,0
0.08274232,0
0.08294669,0
0.083106875,1
0.083153486,0
0.083297215,0
0.08339196,0
0.08341384,0
0.08343813,0
0.08350754,0
0.08357483,0
0.083714694,0
0.083735734,0
0.08377269,0
0.083836436,0
0.08391346,0
0.083979934,0
0.084201634,0
0.084211856,0
0.08422235,0
0.08427656,1
0.084478706,0
0.08449811,0
0.084801316,0
0.08492312,0
0.08511582,1
0.08520761,0
0.08524795,0
0.08529687,0
0.08531806,0
0.08534145,0
0.08539042,0
0.0854817,1
0.08549446,0
0.08560614,0
0.0856383,0
0.085645854,0
0.08571896,0
0.08583698,0
0.08584714,0
0.08586095,0
0.086052716,0
0.08622968,0
0.08624601,0
0.08629,0
0.08641222,0
0.086422324,0
0.08646989,0
0.08672547,0
0.0869191,0
0.0869426,0
0.08695793,0
0.087109566,0
0.08712332,0
0.0871824,0
0.08719252,0
0.08730593,1
0.087362245,0
0.087476015,1
0.08753282,0
0.087613374,0
0.0876328,0
0.08772981,0
0.08777797,0
0.08780801,0
0.08803682,0
0.08817718,0
0.08819105,0
0.0882023,0
0.088300765,0
0.08830565,0
0.08832738,0
0.088430464,0
0.088437915,0
0.08847523,0
0.088511124,0
0.08861339,0
0.08883487,0
0.0889703,1
0.0889768,1
0.08899637,0
0.089026436,0
0.089047074,0
0.089084506,0
0.08922176,0
0.08927372,0
0.08950645,0
0.08970708,0
0.09013593,0
0.090165965,0
0.09019023,0
0.09023547,0
0.09046205,0
0.0904959,0
0.0905059,0
0.0905152,0
0.09057758,0
0.09065977,0
0.090813994,0
0.09097114,0
0.091211975,0
0.09128528,0
0.09131716,0
0.09147322,0
0.09160404,0
0.09173104,0
0.09175229,0
0.09179962,0
0.09202394,0
0.092164844,0
0.09225112,0
0.092481256,0
0.092611074,0
0.0927145,0
0.09271555,0
0.09273851,0
0.092739925,0
0.092802554,0
0.0929873,0
0.093253836,0
0.09343845,0
0.0939549,0
0.09416872,0
0.09429622,0
0.09444243,0
0.094469726,0
0.09449847,0
0.09458694,0
0.09463035,0
0.094837576,1
0.095183596,0
0.09523624,0
0.095397264,0
0.09546617,0
0.095586896,0
0.09571752,0
0.09607571,0
0.09625286,0
0.09640837,1
0.096538395,0
0.09671998,0
0.097181626,1
0.09719683,0
0.09721883,0
0.09770758,0
0.09801529,0
0.09802614,0
0.0989722,0
0.099136114,0
0.09930462,0
0.099368095,0
0.09941572,0
0.09966457,0
0.10005188,0
0.10033025,0
0.10051447,1
0.100654066,0
0.101207376,0
0.10138583,0
0.10152307,0
0.10156369,0
0.10171016,0
0.101949066,0
0.101959646,0
0.101987846,0
0.1020118,0
0.102250226,0
0.10245837,1
0.1027028,0
0.10278088,0
0.10286558,0
0.102883846,1
0.10297487,0
0.102990806,0
0.10309168,0
0.103262186,0
0.10342824,0
0.10343477,0
0.103637815,0
0.103643,0
0.103657745,0
0.10366696,0
0.104007006,0
0.10401437,1
0.10410422,1
0.10411245,0
0.10412965,0
0.10418846,0
0.1041899,0
0.10436948,0
0.10449511,0
0.10454472,1
0.10458267,0
0.104796186,0
0.10483265,0
0.10485612,1
0.10499877,0
0.10503065,0
0.105255246,0
0.10529929,0
0.10543154,0
0.10562968,0
0.105675,0
0.10574907,0
0.10588967,0
0.10593178,0
0.10598616,0
0.10599598,0
0.106131524,0
0.10630542,0
0.106318,0
0.10652229,0
0.106732115,0
0.10675746,0
0.1068511,0
0.10691941,0
0.10700181,1
0.10702324,0
0.10722938,0
0.107312776,0
0.10747003,0
0.10750499,0
0.10763693,0
0.10768297,0
0.10807234,0
0.108195364,0
0.108624995,0
0.10872406,0
0.10888684,0
0.10904741,0
0.10906902,1
0.109396756,0
0.10961245,0
0.109683156,0
0.109689474,0
0.10974312,0
0.10985541,0
0.10988161,0
0.10990733,0
0.109984875,0
0.11006844,0
0.11021435,0
0.11028684,0
0.110302344,0
0.11042583,0
0.110483736,0
0.11052561,0
0.11064339,0
0.11069739,0
0.11071986,0
0.110869825,0
0.11101679,0
0.11126763,0
0.11127052,0
0.11152373,0
0.1117643,0
0.11186913,0
0.111901045,0
0.11190489,0
0.11201965,0
0.112055585,0
0.11219993,0
0.112305954,0
0.11232111,1
0.11249991,0
0.11258145,0
0.112587824,0
0.11289662,0
0.11293486,0
0.112953186,0
0.11332543,0
0.11339933,0
0.11345099,0
0.11347163,0
0.11354944,0
0.113556504,0
0.113582075,0
0.1137332,0
0.11375846,0
0.11384505,0
0.11388484,0
0.11389023,0
0.11394781,0
0.11404897,0
0.11415911,0
0.11439209,0
0.114433765,0
0.11446118,0
0.11463383,0
0.114754945,0
0.11485988,0
0.11487162,0
0.11490908,0
0.11494565,0
0.11499131,0
0.11502509,0
0.11514822,0
0.115236804,0
0.115325965,0
0.115383744,0
0.11541179,0
0.11562309,0
0.11581874,0
0.115857005,0
0.115988016,0
0.11603444,0
0.11629549,0
0.116398335,0
0.11650096,0
0.11656848,0
0.11659733,0
0.11661172,0
0.11678016,0
0.116836846,0
0.116940975,0
0.11712408,0
0.11724235,0
0.11729324,0
0.1173747,0
0.11759913,0
0.11765778,0
0.11771983,0
0.11774197,0
0.11782268,0
0.11785632,0
0.11810273,0
0.118220955,0
0.11824854,0
0.118428424,0
0.11857295,0
0.118595034,0
0.11862147,0
0.11880201,0
0.1188066,0
0.118839376,0
0.11894484,1
0.119099975,0
0.11924134,0
0.11924259,0
0.11926432,0
0.11942172,0
0.11953418,0
0.11959064,0
0.11962026,1
0.119679034,1
0.119910955,0
0.11992196,0
0.119934805,0
0.11996295,0
0.120028436,0
0.120192155,0
0.12048805,0
0.12057879,0
0.12062931,0
0.12068534,0
0.12074423,0
0.12090141,0
0.120982364,0
0.12100995,0
0.121076584,0
0.12111506,0
0.12112281,0
0.12128587,0
0.12144214,0
0.12150672,0
0.121688396,0
0.1217916,0
0.121844605,0
0.122036755,0
0.12206599,0
0.12212825,0
0.1221629,0
0.12232858,0
0.12238511,0
0.12242049,0
0.12242144,0
0.12243502,0
0.12246096,0
0.1225426,0
0.122740276,0
0.12279284,0
0.12289638,0
0.12300407,0
0.12301946,0
0.12311642,0
0.12318617,0
0.123301625,0
0.12336987,0
0.12337045,0
0.12345889,0
0.12357819,0
0.12364316,1
0.12395978,1
0.12407866,1
0.12453312,0
0.12483728,0
0.124839544,0
0.1249941,0
0.1251297,0
0.12547493,0
0.12548092,0
0.12550244,0
0.12552729,0
0.12555555,0
0.12571624,0
0.12578355,0
0.12580243,0
0.1258322,0
0.1258864,0
0.12590468,0
0.12605667,0
0.1263136,0
0.12639219,0
0.1267625,0
0.12693496,0
0.12706769,0
0.12717703,1
0.12728666,0
0.12735355,0
0.12739694,0
0.12743244,0
0.12751031,0
0.12783565,1
0.12805197,0
0.12820399,0
0.1282945,0
0.12831438,0
0.12835407,0
0.12838405,0
0.12855327,0
0.1286031,0
0.12872553,0
0.12878942,0
0.12901443,0
0.12908006,0
0.12915078,1
0.12927577,0
0.12932494,0
0.12940046,0
0.12941465,0
0.129455,0
0.12954712,0
0.12958348,0
0.12960649,0
0.12968604,0
0.12968826,0
0.12991196,0
0.13002017,0
0.13012338,0
0.13028955,0
0.13041672,0
0.13069308,0
0.13072711,0
0.13085894,0
0.13097191,0
0.1310271,0
0.13108784,0
0.13108876,0
0.13109303,0
0.13123733,0
0.13131401,0
0.13140875,0
0.13148344,0
0.1316085,0
0.1317442,0
0.13192844,0
0.13192874,0
0.13208967,0
0.1322079,0
0.13232201,0
0.13237402,0
0.13241279,0
0.13253501,0
0.132559,0
0.1325891,0
0.1326243,0
0.13268775,0
0.13282704,0
0.13290536,0
0.13298357,0
0.13301343,0
0.1330378,0
0.13306952,0
0.13307145,0
0.1330811,0
0.13325655,0
0.13326359,0
0.13328886,0
0.13349262,0
0.13354416,0
0.13355857,0
0.13356039,0
0.13359123,0
0.13373631,0
0.13375509,0
0.13386789,0
0.1339562,0
0.13397342,0
0.1340217,0
0.13446209,0
0.13447666,0
0.13448238,0
0.13456452,0
0.1345717,0
0.13499351,0
0.13509336,1
0.13523558,0
0.13553226,0
0.13555332,0
0.13568825,0
0.13570707,0
0.13579288,0
0.13602173,0
0.136161,0
0.13626766,0
0.1363697,0
0.13640764,0
0.13643284,0
0.1364518,0
0.13646147,0
0.13654403,1
0.13659441,0
0.13667065,0
0.1367428,0
0.1369803,0
0.13718212,0
0.13730526,0
0.13743183,0
0.13744879,0
0.13764529,0
0.13764545,0
0.13787541,0
0.13791595,0
0.13797298,0
0.13819009,0
0.13832748,0
0.13842654,0
0.13843761,0
0.1384443,1
0.13872972,0
0.13873622,0
0.1388155,0
0.13882014,0
0.13884294,0
0.13901621,0
0.13916245,0
0.13946965,0
0.13947561,0
0.13971728,0
0.13976857,0
0.1397996,0
0.13981485,0
0.13989234,0
0.13995528,0
0.14004385,0
0.14019981,0
0.14023897,0
0.14029792,0
0.14030966,0
0.14040217,0
0.14041707,0
0.14041835,0
0.14043114,0
0.14049774,0
0.14061251,0
0.14066029,0
0.1408324,0
0.14086507,0
0.14117265,0
0.14123234,0
0.14127457,0
0.14132643,0
0.14132994,0
0.14136565,0
0.14143826,0
0.14163414,0
0.141902,0
0.14218712,0
0.14263275,0
0.14276892,0
0.14276901,0
0.14291996,0
0.1429217,0
0.14299557,0
0.14307866,0
0.1432743,0
0.14330184,0
0.1436342,0
0.14363438,0
0.14381745,0
0.14394993,0
0.14403838,0
0.14423251,0
0.14428532,0
0.14438248,0
0.14441258,0
0.1444276,0
0.14445996,0
0.14447021,0
0.1445309,0
0.14464855,0
0.14468174,0
0.14474952,0
0.14491928,0
0.1450504,0
0.14507063,0
0.1452621,0
0.14542317,0
0.14553344,0
0.145637,0
0.14564231,0
0.14584263,0
0.14599413,0
0.14616066,0
0.14620745,0
0.1462227,0
0.14622688,0
0.14628053,0
0.14632598,0
0.14674789,0
0.14675033,0
0.14679855,0
0.14680405,0
0.14717296,0
0.14728212,0
0.14744513,0
0.14764689,0
0.14769778,0
0.14775425,0
0.14790633,0
0.14822572,0
0.1485103,0
0.14852795,0
0.14853847,0
0.14864707,0
0.14880902,0
0.14905268,0
0.14906764,0
0.1492114,0
0.14926338,0
0.1492709,0
0.14956605,0
0.14983672,0
0.14987431,0
0.14988895,0
0.1499449,0
0.15001202,0
0.15001726,0
0.1503043,0
0.15035427,0
0.15057942,0
0.15059474,1
0.15069401,0
0.15080516,1
0.15095505,0
0.15100813,0
0.15120488,0
0.15137246,0
0.15138721,0
0.15142097,1
0.15147042,0
0.15160894,0
0.15175891,0
0.1518373,0
0.15184969,0
0.15189373,0
0.15227284,0
0.15248595,0
0.15251014,0
0.15253104,0
0.15275422,0
0.15277053,0
0.15283418,0
0.1529023,1
0.1531807,0
0.15323484,0
0.15325212,0
0.15335388,0
0.15343261,0
0.15346909,0
0.15350392,0
0.15374762,1
0.15378022,0
0.15387973,0
0.15388457,0
0.15395927,0
0.1541388,0
0.15429878,0
0.15432584,0
0.15459049,0
0.1546664,0
0.15480621,0
0.15491527,0
0.15505913,0
0.15510842,0
0.15512344,0
0.15514962,0
0.1556748,0
0.15577155,0
0.15587896,0
0.15589094,0
0.1561997,0
0.15632558,0
0.15633309,0
0.15636158,0
0.15643913,1
0.15646172,0
0.156703,0
0.15674376,1
0.15679348,1
0.15680876,0
0.15689147,0
0.15698598,0
0.15698928,0
0.15700975,0
0.15734234,1
0.15739737,0
0.15743515,0
0.15747835,0
0.15760675,0
0.15777144,0
0.15782619,0
0.15788764,0
0.15809011,0
0.15819946,0
0.15822119,0
0.15838993,0
0.15851593,0
0.15879309,0
0.15918207,0
0.15942013,0
0.1594274,0
0.1595363,0
0.15958259,0
0.15981066,0
0.15986155,0
0.15998277,0
0.16002059,0
0.16010338,0
0.1601103,0
0.16011575,0
0.1602602,0
0.16031009,0
0.16033226,1
0.16061008,0
0.16070712,0
0.16074497,0
0.16076958,0
0.16088523,1
0.16099083,0
0.16100848,0
0.16101544,0
0.16114075,0
0.16118264,0
0.16127595,0
0.16127747,0
0.16138247,0
0.16145469,0
0.1614589,0
0.16156259,0
0.16178647,0
0.16178879,0
0.1618368,0
0.16183949,0
0.16184509,0
0.16197774,0
0.16209698,0
0.16240108,0
0.16261671,0
0.1627036,0
0.16279507,0
0.16282961,0
0.16297948,0
0.1631193,0
0.16318636,0
0.16320449,0
0.163216,0
0.16328976,0
0.16335702,0
0.16337395,0
0.16340208,0
0.16343066,0
0.16350293,0
0.16380754,0
0.16390985,0
0.16418776,0
0.16425797,0
0.16440007,0
0.16453582,0
0.16473193,0
0.16474956,0
0.16476357,0
0.16477306,0
0.1650126,0
0.165025,0
0.16503355,0
0.16507596,0
0.16512534,0
0.16538359,0
0.16539508,0
0.1655342,0
0.16562414,0
0.16562873,0
0.16563287,0
0.1657095,0
0.16580912,0
0.1658256,0
0.16582644,0
0.16599837,0
0.16608116,0
0.16610005,0
0.16613634,0
0.16621159,0
0.16648655,0
0.16656294,0
0.16684182,0
0.16685836,0
0.16694215,1
0.16731086,0
0.16749448,0
0.16769618,0
0.16773558,0
0.16781664,0
0.16782176,0
0.16783404,0
0.16786009,0
0.16792685,0
0.16805083,0
0.16807544,0
0.16816382,0
0.16820604,0
0.16822183,0
0.16829276,0
0.16843799,0
0.1685009,0
0.16870475,0
0.16893357,0
0.16893573,0
0.16901231,0
0.16933498,0
0.16944611,0
0.1694932,0
0.1697826,1
0.1698086,0
0.16983944,1
0.16987742,0
0.17007357,0
0.17035344,0
0.17038655,0
0.1704418,0
0.17047656,0
0.17050591,0
0.17058367,0
0.17068303,0
0.17101096,0
0.17106712,0
0.17113845,0
0.17120281,0
0.17122674,0
0.17135966,0
0.17140868,0
0.17156118,1
0.17195994,0
0.1720838,0
0.17209029,0
0.17249364,0
0.17249808,0
0.17254269,0
0.17261235,0
0.1729334,0
0.17302775,0
0.17305629,0
0.1733321,0
0.17347854,0
0.17384136,0
0.17407137,0
0.17419428,0
0.17428929,0
0.17437625,0
0.17446974,0
0.17447056,0
0.17448168,0
0.17453432,0
0.17456202,0
0.1745784,0
0.17470402,0
0.17470908,0
0.17471594,0
0.17481697,0
0.17499891,0
0.17511655,0
0.17537953,0
0.17540741,0
0.17546733,0
0.17568469,1
0.17568798,0
0.1757217,0
0.17573056,0
0.1760537,0
0.17632204,0
0.17636871,0
0.1764381,0
0.176718,0
0.17673492,0
0.17675479,0
0.17690769,0
0.17692697,0
0.17698056,0
0.17702118,0
0.17725697,0
0.17749023,0
0.17754912,0
0.177639,0
0.1777153,0
0.17787564,0
0.17820564,0
0.17824006,0
0.1783942,0
0.17874366,0
0.17879513,0
0.17884432,0
0.1788845,0
0.17889383,0
0.17906001,0
0.17906535,0
0.17925133,0
0.17925891,0
0.17926416,0
0.1792748,0
0.17945255,0
0.17946911,0
0.17962542,0
0.17962939,0
0.17970225,0
0.17972481,0
0.17975271,0
0.17987217,0
0.17996402,0
0.18009795,0
0.18017149,0
0.18028444,0
0.18045086,0
0.18049085,0
0.18054056,0
0.18064035,0
0.18080159,0
0.18082243,0
0.1810333,0
0.18107492,0
0.18128258,0
0.18132135,0
0.18146542,0
0.18170458,0
0.18175486,0
0.18198547,1
0.1820489,0
0.18205369,0
0.18266733,0
0.18281165,0
0.18292327,0
0.18292338,0
0.1829788,0
0.18298829,0
0.18300766,0
0.18312216,0
0.18327235,0
0.1834135,0
0.18345487,0
0.18363148,0
0.18373057,0
0.18387079,0
0.18403208,0
0.18405418,0
0.18411708,0
0.18414643,0
0.18415785,0
0.18430804,0
0.18435353,0
0.18439943,0
0.18444264,0
0.18446398,0
0.18446976,0
0.1844841,0
0.18450643,0
0.18471144,0
0.18483353,0
0.18493259,0
0.18494149,0
0.1852423,1
0.18542457,0
0.18555659,0
0.1857112,0
0.18588006,0
0.18595679,1
0.18623781,0
0.18626702,0
0.18644041,1
0.18653807,0
0.18653826,0
0.18661433,1
0.18665934,0
0.18685618,0
0.18699183,0
0.18700883,0
0.18719263,0
0.18727022,0
0.18727294,0
0.18752909,1
0.1875723,0
0.1876547,0
0.1879602,0
0.18814515,0
0.18820679,0
0.18820843,0
0.18831794,0
0.18831968,0
0.18832567,0
0.18839309,0
0.18840975,0
0.1884886,1
0.18867323,0
0.18885674,0
0.1890366,0
0.18931723,1
0.18946172,0
0.18952018,0
0.18991494,0
0.18996078,0
0.19001856,0
0.19007726,0
0.1902222,0
0.19025874,0
0.19026867,0
0.19049764,0
0.19053218,0
0.19060409,0
0.1906181,0
0.19076194,1
0.19079408,0
0.19093004,0
0.19111036,0
0.19121847,0
0.19122997,0
0.19123623,0
0.19129702,0
0.191306,0
0.1913141,0
0.1913667,0
0.19141299,0
0.19143808,0
0.1917589,0
0.19185734,0
0.19190934,0
0.19199938,0
0.19218564,0
0.19223396,0
0.19228467,0
0.19253725,0
0.1926076,0
0.19270837,0
0.19279942,0
0.19282597,0
0.19288924,0
0.19289494,0
0.1929952,0
0.19318967,0
0.19320899,0
0.19322318,0
0.19335184,0
0.19338885,0
0.193462,0
0.19357523,0
0.19394442,0
0.19401656,1
0.19402784,0
0.19410038,0
0.1944516,0
0.19457036,0
0.19464158,0
0.19465971,0
0.1949628,1
0.19502038,0
0.19515765,0
0.1953331,0
0.19538927,0
0.19558597,0
0.19560713,0
0.19563076,0
0.19569333,0
0.19570887,0
0.19584566,0
0.19615665,0
0.19620624,0
0.19644022,0
0.19655229,0
0.19663763,0
0.19680142,0
0.19683129,1
0.1969253,0
0.19701913,0
0.19703628,0
0.19734755,0
0.19735044,0
0.19738671,0
0.19743711,0
0.19749388,0
0.19750859,0
0.19760045,1
0.19762754,0
0.19766915,0
0.1977427,0
0.19782594,0
0.19787204,0
0.19789296,0
0.19792086,0
0.1979706,0
0.19797522,0
0.19798885,0
0.19801068,0
0.19803879,0
0.19813195,0
0.19844967,1
0.19856697,0
0.19863291,0
0.19864899,0
0.19870895,0
0.19878134,0
0.19900253,0
0.19909272,0
0.1991444,0
0.19922124,0
0.19927235,0
0.19931778,0
0.19950803,0
0.19986542,0
0.19989085,0
0.20003438,0
0.20004562,0
0.20009008,0
