Enhancer_ID,LABEL_Specificity,ON_target,max_subclass_primary,gap,max_scaled_acc_mouse,gini_index,GC.content,accessibility_mouse
AiE0007m,No_Labeling,0,Vip,7.639503479003906,4.54633581339972,0.788440649172113,45.0787401574803,113.188177954405
AiE0019m,Mixed_Target,0,Lamp5_Pax6,7.144868850708008,2.60757968744494,0.700589005970115,49.4932432432432,75.525894999504
AiE0025m,On_Target,1,Lamp5,7.9331374168396,4.13486420559399,0.857951589742116,35.4545454545455,114.213305711746
AiE0031m,No_Labeling,0,Lamp5_Pax6,-4.724023818969727,3.01915568064299,0.556230168364654,46.9899665551839,16.4710729122162
AiE0049m,Mixed_Target,0,L4_IT,,4.1654054160203,0.663827611414024,36.5034965034965,70.6742845326662
AiE0058m,On_Target,1,L4_IT,,3.47091971125488,0.728392372484184,40.2489626556017,29.7075699074194
AiE0060m,Off_Target,0,Vip,-4.438968181610107,3.17570780872651,0.564320967482533,57.0,36.9307412132621
AiE0073m,Mixed_Target,0,L4_IT,,1.7325293444861,0.610218902583472,55.8333333333333,93.9724274827167
AiE0078m,Mixed_Target,0,L4_IT,,2.20026792310944,0.718414063725093,42.1153846153846,39.333894610405
AiE0090m,On_Target,1,Sst,5.051858901977539,3.80036180813527,0.631077484003637,42.3913043478261,8.55901707708835
AiE0097m,No_Labeling,0,Lamp5_Pax6,8.16793441772461,3.15245945869077,0.806652504576261,42.8321678321678,36.5577468574046
AiE0104m,On_Target,1,Lamp5,9.43183422088623,3.01987719476848,0.639005912518891,55.8739255014327,13.8847547918558
AiE0121m,No_Labeling,0,Vip,-6.4435272216796875,2.61720379418387,0.662642120957108,49.5633187772926,29.0819260887802
AiE0127m,On_Target,1,Sst_Chodl,-3.678280830383301,4.67232059961752,0.919122710639615,35.3260869565217,46.3448565602301
AiE0321m,On_Target,1,Vip,3.168830156326294,4.53947869061127,0.797646840063376,42.4474187380497,23.2985883224755
AiE0324m,Mixed_Target,0,Vip,9.503002166748047,4.39414859063105,0.756479243766052,55.3982300884956,61.303378790617
AiE0340m,On_Target,1,Sst_Chodl,9.360224723815918,4.57338225925646,0.728663425599758,48.3271375464684,49.5047333836555
AiE0344m,No_Labeling,0,Sst_Chodl,13.989057540893555,4.4393318072044,0.460051728254833,49.7645211930926,12.6395065784454
AiE0345m,On_Target,1,Sst_Chodl,1.0017046928405762,3.85118137049052,0.604378311310302,48.2758620689655,5.26646107435226
AiE0346m,No_Labeling,0,Sst_Chodl,11.533586502075195,4.51981923228173,0.742692192384334,37.1244635193133,9.47962975502014
AiE0354m,On_Target,1,Vip,3.7667012214660645,3.95513874927071,0.733178524323588,46.9202898550725,21.811444574967
AiE0355m,On_Target,1,Vip,-1.0784282684326172,3.54059771474882,0.66111481653052,57.2062084257206,14.9540585037321
AiE0362m,Mixed_Target,0,L4_IT,,3.37149530423422,0.78498938391339,39.7435897435897,16.6937534809113
AiE0370m,No_Labeling,0,L5_ET,6.288882255554199,4.56120997904102,0.649323001815199,36.3064008394544,26.5820066761226
AiE0373m,On_Target,1,Astro,6.336392402648926,4.63476930524331,0.78770903231637,51.505016722408,42.074889337644
AiE0374m,On_Target,1,Astro,-6.684885501861572,4.59649860871477,0.663114651274038,58.7030716723549,34.7229377925396
AiE0375m,No_Labeling,0,Astro,-1.2375739812850952,4.08898778338502,0.712089959841235,41.4860681114551,9.36937375366688
AiE0376m,On_Target,1,Astro,8.721782684326172,4.68268866976216,0.849617109227019,45.7760314341847,65.3528365250676
AiE0377m,On_Target,1,Astro,1.2455224990844727,4.39354586772847,0.496632297750118,41.2844036697248,18.6417562253773
AiE0378m,No_Labeling,0,Astro,7.7681498527526855,4.69089703655241,0.849153840910101,51.7298187808896,83.2962541803718
AiE0385m,On_Target,1,Astro,12.484320640563965,4.46873582742549,0.738668302794615,44.2748091603053,84.0333894118666
AiE0386m,On_Target,1,Astro,-9.782958984375,4.40939961923804,0.542347383173533,59.4512195121951,43.2581848204135
AiE0387m,Mixed_Target,0,Astro,-1.0101935863494873,4.67483429927047,0.829715430199236,50.0,86.5357683598995
AiE0389m,On_Target,1,Astro,3.577341079711914,4.61030812442703,0.566940570705462,52.7659574468085,73.9074829872698
AiE0390m,On_Target,1,Astro,14.166084289550781,4.66196510676775,0.759223368490071,42.816091954023,73.9462782070041
AiE0395m,On_Target,1,Oligo,-14.045112609863281,4.11665124104847,0.770602034087909,55.0375939849624,139.630543783307
AiE0396m,On_Target,1,Oligo,4.907641410827637,4.59423646033522,0.585431707576591,51.5527950310559,38.9588818252087
AiE0397m,On_Target,1,Oligo,18.623910903930664,4.65425531952984,0.741238184817271,45.2914798206278,62.9556403979659
AiE0398m,No_Labeling,0,Oligo,20.45374870300293,4.595744271645,0.756504961518038,56.8588469184891,82.1721684560179
AiE0400m,On_Target,1,Oligo,5.036230087280273,4.25954788806544,0.873746051622733,33.6515513126492,28.4901760183275
AiE0402m,No_Labeling,0,Oligo,31.249088287353516,4.61868341847431,0.746305381516485,53.6842105263158,76.9139146953821
AiE0405m,No_Labeling,0,Oligo,3.399656295776367,3.93082206933059,0.805708074100265,51.8005540166205,34.3220570348203
AiE0409m,On_Target,1,Oligo,36.67329788208008,4.65000769890452,0.808999315564392,48.4662576687117,73.8545671552421
AiE0410m,Mixed_Target,0,Oligo,16.613697052001953,4.63740572911045,0.908567646661455,35.5932203389831,18.7385050803423
AiE0429m,No_Labeling,0,Micro_PVM,8.792194366455078,4.68387477305854,0.794091472260558,46.5779467680608,32.6434169579297
AiE0451m,On_Target,1,L5_ET,8.008960723876953,4.37027440607643,0.686926187040909,43.3656957928803,24.3799469769
AiE0452m,On_Target,1,L5_ET,0.8103113174438477,4.66199189308105,0.795395943845129,37.5565610859729,14.0774532370269
AiE0453m,On_Target,1,L5_ET,-0.2319791316986084,4.58476160349605,0.621407391796414,43.0693069306931,25.7169116260483
AiE0454m,No_Labeling,0,L5_ET,6.3317551612854,4.1289621518938,0.606353800999342,37.9609544468547,4.32547444850205
AiE0455m,No_Labeling,0,L5_ET,13.169831275939941,4.55955956001136,0.766715125932487,31.4285714285714,16.7251678621396
AiE0456m,On_Target,1,L5_ET,11.103947639465332,4.63342668413046,0.853152932148476,37.0944992947814,42.3896501502022
AiE0457m,No_Labeling,0,L5_ET,0.8676283359527588,4.38773947113638,0.610038506322467,34.2494714587738,8.78202377725392
AiE0458m,Off_Target,0,L5_ET,11.23854923248291,4.63774723318695,0.735839852873903,32.0,7.15669408254326
AiE0459m,On_Target,1,L5_ET,8.150979042053223,4.5614574099587,0.681678929400153,37.3570520965692,25.0091068781911
AiE0460m,On_Target,1,L5_ET,17.580692291259766,4.47283772867,0.732896167622465,38.5526315789474,26.686866670847
AiE0461m,On_Target,1,L5_ET,9.574817657470703,4.65608306603015,0.82489546098127,38.4955752212389,29.4132265392691
AiE0462m,On_Target,1,L5_ET,15.028212547302246,4.6224017012978,0.784278266959236,45.2088452088452,11.5083835087717
AiE0463m,On_Target,1,L5_ET,13.023648262023926,4.3835076937305,0.728014077613475,31.8611987381703,6.94697411824018
AiE0464m,On_Target,1,L5_ET,16.485002517700195,4.5059643533834,0.735778853335721,28.858024691358,15.309558221139
AiE0465m,On_Target,1,Sst_Chodl,4.127287864685059,4.30953875991768,0.794301695906319,33.9285714285714,6.31975328922272
AiE0467m,No_Labeling,0,Sst_Chodl,7.9574785232543945,4.63582100458049,0.726896902212651,40.6611570247934,21.0658442974091
AiE0468m,On_Target,1,Sst_Chodl,29.250137329101562,4.63958808866569,0.69553406501084,47.2819216182048,35.8119344115257
AiE0469m,No_Labeling,0,Sst_Chodl,1.673989176750183,4.56163048800465,0.662680410510125,40.8309455587393,26.3323053717614
AiE0471m,On_Target,1,Sst_Chodl,-8.814729690551758,4.65635492774488,0.748387370001217,43.8538205980066,21.0658442974091
AiE0475m,On_Target,1,Pvalb_ChC,-3.1603851318359375,4.63520724312886,0.692100932710821,32.3248407643312,7.44451475143433
AiE0476m,On_Target,1,Pvalb_ChC,-5.172496795654297,3.42529416242056,0.762110190835083,35.523613963039,7.44451475143433
AiE0479m,Mixed_Target,0,Pvalb_ChC,2.742025852203369,4.5359600451871,0.6127683266007,48.4810126582278,40.9448314905166
AiE0480m,Off_Target,0,Sncg,-2.1243577003479004,3.70496429046707,0.587129145889104,40.554821664465,4.77417969703675
AiE0482m,No_Labeling,0,Sncg,10.623659133911133,3.41987394897486,0.675270713996003,46.7368421052632,8.7526627779007
AiE0483m,No_Labeling,0,Vip,-0.15305161476135254,3.57804386588561,0.603250738434504,54.8882681564246,18.1762037258595
AiE0485m,No_Labeling,0,Sncg,2.5769195556640625,4.24495410696125,0.721171676583803,40.0,12.3332975506783
AiE0486m,On_Target,1,L6b,1.2259917259216309,3.77984261649179,0.78385532868536,35.6209150326797,15.8905386663973
AiE0487m,No_Labeling,0,Sncg,-1.5206527709960938,3.75473511603819,0.677092688376793,43.1861804222649,8.3548144698143
AiE0488m,No_Labeling,0,Sncg,-2.4517672061920166,3.16871722153529,0.751018542445494,36.5546218487395,12.7311458587646
AiE0492m,No_Labeling,0,Sncg,2.838003158569336,4.14446981882535,0.695664245189871,47.8184991273996,13.5268424749374
AiE0494m,On_Target,1,Vip,-4.0550923347473145,3.29330680079154,0.725622117003438,37.2519083969466,18.0109655298293
AiE0496m,No_Labeling,0,Astro,-3.525566816329956,4.33874732699764,0.642872032203766,66.1268556005398,80.6774852201342
AiE0497m,No_Labeling,0,Astro,2.4882760047912598,4.38629732450112,0.681348647239645,50.328227571116,12.5700915120542
AiE0498m,Off_Target,0,Lamp5_Lhx6,-1.625688910484314,2.65275823792567,0.361873033371735,46.1904761904762,48.2506427764894
AiE0524m,Off_Target,0,L6_CT,-10.583173751831055,2.23230771500715,0.712602802753657,46.4285714285714,28.0845977514981
